PERSON_IDENTIFIER,TERM_CODE,TERM,CRN,SUBJECT,COURSE_NUMBER,SECTION,COURSE_TPYE,TITLE
1820856,202410,Fall Semester 2023,12692,CHEM,215,002,LAB,ORGANIC CHEMISTRY LAB
1820856,202410,Fall Semester 2023,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
1820856,202410,Fall Semester 2023,14216,LPAP,144,001,ACT,COUNTRY WESTERN DANCE
1820859,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1820859,202410,Fall Semester 2023,11922,COMP,301,001,LEC,COMPUTER ETHICS
1820859,202410,Fall Semester 2023,13185,LPAP,171,004,ACT,TAI CHI
1820859,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1820859,202410,Fall Semester 2023,10052,COMP,412,001,LEC,COMPILER CONSTRUCTION - UG
1820889,202410,Fall Semester 2023,10228,ARTS,388,001,SEM,CRIT STUDIES STUDIO PRACTICE
1820889,202410,Fall Semester 2023,14776,ARTS,165,002,LL,BEGINNING SCULPTURE
1820889,202410,Fall Semester 2023,11514,ARCH,301,002,LL,COMPREHENSION I
1820889,202410,Fall Semester 2023,12063,ARCH,314,001,LEC,TECHNOLOGY III
1820889,202410,Fall Semester 2023,10255,PSYC,370,001,LEC,INTRO TO HUMAN FACTORS & ERGO
1820892,202410,Fall Semester 2023,11147,NEUR,310,001,RES,IND RES FOR NEUR UNDERGRADS
1820892,202410,Fall Semester 2023,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
1820892,202410,Fall Semester 2023,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
1820892,202410,Fall Semester 2023,10257,KINE,302,001,LEC,BIOMECHANICS
1820892,202410,Fall Semester 2023,11757,KINE,321,003,LEC,EXERCISE PHYSIOLOGY
1820892,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1820898,202410,Fall Semester 2023,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
1820898,202410,Fall Semester 2023,15194,CHBE,412,001,LEC,THERMODYNAMICS II
1820898,202410,Fall Semester 2023,10545,ENGI,200,001,LAB,ENGINEERING DESIGN STUDIO
1820898,202410,Fall Semester 2023,11586,CHBE,401,003,LEC,TRANSPORT PHENOMENA I
1820898,202410,Fall Semester 2023,11585,CHBE,390,003,LEC,KINETICS & REACTOR DESIGN
1820907,202410,Fall Semester 2023,13782,SPAN,263,004,LEC,SECOND YEAR SPANISH I
1820907,202410,Fall Semester 2023,14357,KINE,311,003,LEC,MOTOR LEARNING
1820907,202410,Fall Semester 2023,10646,GERM,301,001,LEC,THIRD YEAR GERMAN I
1820907,202410,Fall Semester 2023,10257,KINE,302,001,LEC,BIOMECHANICS
1820907,202410,Fall Semester 2023,14391,BUSI,395,003,LL,DATA ANALYTICS
1820907,202410,Fall Semester 2023,15426,SMGT,400,001,SEM,BUSINESS OF PRO SPORTS
1820910,202410,Fall Semester 2023,14372,HIST,380,001,SEM,ASIAN AMERICAN HISTORY
1820910,202410,Fall Semester 2023,14349,FILM,434,001,SEM,COMPARATIVE FILM GENRE
1820910,202410,Fall Semester 2023,12927,HIST,312,001,LEC,ENVIRONMENT & HEALTH IN LAT AM
1820910,202410,Fall Semester 2023,11358,SOCI,469,001,LEC,COMMUNITY BRIDGES TRAINING
1820910,202410,Fall Semester 2023,15627,HIST,438,001,SEM,"THE MEDIEVAL CITY, 300-1500"
1820910,202410,Fall Semester 2023,15442,HIST,340,001,LEC,HISTORY OF FEMINISM
1820925,202410,Fall Semester 2023,15287,ENGL,308,001,SEM,INTRODUCTION TO PODCASTING
1820925,202410,Fall Semester 2023,15388,JAPA,263,002,LEC,SECOND YEAR JAPANESE I
1820925,202410,Fall Semester 2023,12898,ENGL,304,001,SEM,INTRO TO POETRY WRITING
1820925,202410,Fall Semester 2023,13453,BUSI,450,001,LEC,DERIVATIVES
1820925,202410,Fall Semester 2023,14303,BUSI,401,001,LEC,FINANCIAL STATEMENT ANALYSIS
1820928,202410,Fall Semester 2023,12881,ECON,200,002,LL,MICROECONOMICS
1820928,202410,Fall Semester 2023,10092,PSYC,101,001,LEC,INTRODUCTION TO PSYCHOLOGY
1820928,202410,Fall Semester 2023,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
1820928,202410,Fall Semester 2023,16133,CHEM,314,006,SEM,ORGANIC CHEM DISCUSSION II
1820928,202410,Fall Semester 2023,16128,CHEM,313,S01,LEC,ORGANIC CHEMISTRY II
1820928,202410,Fall Semester 2023,14283,COMP,215,003,LL,INTRODUCTION TO PROGRAM DESIGN
1820961,202410,Fall Semester 2023,14200,MECH,343,004,LEC,MODELING OF DYNAMIC SYSTEMS
1820961,202410,Fall Semester 2023,11314,MECH,340,003,LAB,INDUSTRIAL PROCESS LAB
1820961,202410,Fall Semester 2023,10512,FILM,280,001,SEM,HISTORY & AESTHETICS OF FILM
1820961,202410,Fall Semester 2023,11916,MECH,332,001,LAB,JUNIOR LABORATORY II
1820961,202410,Fall Semester 2023,10317,MECH,371,001,LEC,FLUID MECHANICS I
1820991,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1820991,202410,Fall Semester 2023,15240,ANTH,392,001,SEM,ANCIENT MESOAMERICA
1820991,202410,Fall Semester 2023,10710,CHEM,213,008,SEM,ORGANIC CHEM DISCUSSION I
1820991,202410,Fall Semester 2023,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1820991,202410,Fall Semester 2023,15232,ANTH,321,001,SEM,SOCIAL LIFE OF DNA
1820991,202410,Fall Semester 2023,16338,ARAB,141,002,LEC,FIRST YEAR ARABIC I
1821039,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1821039,202410,Fall Semester 2023,12350,BIOS,310,010,RES,IND RES FOR BIOS UNDERGRADS
1821039,202410,Fall Semester 2023,12322,BIOS,211,005,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1821039,202410,Fall Semester 2023,15283,ENGL,269,001,SEM,SCI FI AND THE ENVIRONMENT
1821039,202410,Fall Semester 2023,12549,BIOS,372,001,LEC,IMMUNOLOGY
1821042,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1821042,202410,Fall Semester 2023,10512,FILM,280,001,SEM,HISTORY & AESTHETICS OF FILM
1821042,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821042,202410,Fall Semester 2023,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
1821111,202410,Fall Semester 2023,10078,PHYS,311,001,LEC,INTRO TO QUANTUM PHYSICS I
1821111,202410,Fall Semester 2023,15179,CMOR,420,001,LEC,COMPUTATIONAL SCIENCE
1821111,202410,Fall Semester 2023,15575,PHYS,413,001,LEC,INTRO TO GENERAL RELATIVITY
1821111,202410,Fall Semester 2023,11674,FREN,313,001,SEM,MAJ LITERARY WORKS & ARTIFACTS
1821111,202410,Fall Semester 2023,10077,PHYS,301,001,LEC,INTERMEDIATE MECHANICS
1821144,202410,Fall Semester 2023,13948,JAPA,141,004,LEC,FIRST YEAR JAPANESE I
1821144,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821144,202410,Fall Semester 2023,11340,COMP,430,001,LL,INTRO TO DATABASE SYSTEMS
1821144,202410,Fall Semester 2023,10053,COMP,450,001,LEC,ALGORITHMIC ROBOTICS
1821150,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1821150,202410,Fall Semester 2023,16343,PSYC,308,002,LEC,MEMORY
1821150,202410,Fall Semester 2023,12874,SPAN,323,901,INT,SPANISH PROFESSIONAL PRAC I
1821150,202410,Fall Semester 2023,12323,BIOS,211,006,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1821150,202410,Fall Semester 2023,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
1821150,202410,Fall Semester 2023,14613,DSCI,303,002,LEC,MACHINE LEARNING FOR DS
1821165,202410,Fall Semester 2023,14391,BUSI,395,003,LL,DATA ANALYTICS
1821165,202410,Fall Semester 2023,10310,BUSI,310,002,LEC,LEADING IN ORGANIZATIONS
1821165,202410,Fall Semester 2023,14510,DSCI,305,002,SEM,"DATA, ETHICS, AND SOCIETY"
1821165,202410,Fall Semester 2023,11377,BUSI,343,001,LEC,FINANCIAL MANAGEMENT
1821165,202410,Fall Semester 2023,14701,SWGS,101,001,LEC,INTRO WOMEN & GENDER
1821183,202410,Fall Semester 2023,12549,BIOS,372,001,LEC,IMMUNOLOGY
1821183,202410,Fall Semester 2023,14216,LPAP,144,001,ACT,COUNTRY WESTERN DANCE
1821183,202410,Fall Semester 2023,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
1821183,202410,Fall Semester 2023,13952,KORE,263,001,LEC,SECOND YEAR KOREAN I
1821183,202410,Fall Semester 2023,15638,HART,202,001,SEM,"MODERN ART IN EUROPE,1900-1945"
1821279,202410,Fall Semester 2023,14162,POLI,211,002,LEC,INTRO TO INTERNAT'L RELATIONS
1821279,202410,Fall Semester 2023,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
1821279,202410,Fall Semester 2023,15146,RELI,101,001,LEC,WHAT IS RELIGION?
1821279,202410,Fall Semester 2023,14380,CHEM,452,001,LEC,CHEMICAL BIOLOGY
1821279,202410,Fall Semester 2023,14358,ASIA,219,001,LEC,MODERN JAPAN
1821279,202410,Fall Semester 2023,14735,CHEM,496,001,LEC,ADVANCED INORGANIC CHEMISTRY
1821315,202410,Fall Semester 2023,12331,BIOS,213,001,LAB,INTRO LAB ECOL & EVOL
1821315,202410,Fall Semester 2023,10598,KINE,301,002,LEC,HUMAN PHYSIOLOGY
1821315,202410,Fall Semester 2023,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
1821315,202410,Fall Semester 2023,12749,BIOS,332,001,LEC,ECOLOGY
1821321,202410,Fall Semester 2023,10059,MATH,321,001,LEC,INTRODUCTION TO ANALYSIS I
1821321,202410,Fall Semester 2023,15510,MATH,304,001,LEC,ELEMENTS OF KNOT THEORY
1821321,202410,Fall Semester 2023,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
1821321,202410,Fall Semester 2023,13127,SOCI,366,001,SEM,HOUSING AND SCHOOLS
1821321,202410,Fall Semester 2023,14096,SOCI,309,001,LEC,RACE & ETHNIC RELATIONS
1821321,202410,Fall Semester 2023,11370,SOCI,381,001,SEM,RESEARCH METHODS
1821321,202410,Fall Semester 2023,11352,CEVE,499,009,RES,SPECIAL TOPICS
1821327,202410,Fall Semester 2023,10724,AWAY,100,0F1,AWY,STUDY ABROAD
1821417,202410,Fall Semester 2023,11586,CHBE,401,003,LEC,TRANSPORT PHENOMENA I
1821417,202410,Fall Semester 2023,15194,CHBE,412,001,LEC,THERMODYNAMICS II
1821417,202410,Fall Semester 2023,15779,CHBE,421,001,LEC,ANALYSIS OF ENERGY SYSTEMS
1821417,202410,Fall Semester 2023,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
1821417,202410,Fall Semester 2023,11585,CHBE,390,003,LEC,KINETICS & REACTOR DESIGN
1821447,202410,Fall Semester 2023,15327,MATH,302,001,LEC,ELEMENTS OF ANALYSIS
1821447,202410,Fall Semester 2023,10059,MATH,321,001,LEC,INTRODUCTION TO ANALYSIS I
1821447,202410,Fall Semester 2023,14712,LPAP,105,001,ACT,SOFTBALL
1821447,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821447,202410,Fall Semester 2023,10052,COMP,412,001,LEC,COMPILER CONSTRUCTION - UG
1821504,202410,Fall Semester 2023,11896,SOSC,302,002,LEC,SOCIAL SCIENCES STATISTICS
1821504,202410,Fall Semester 2023,16128,CHEM,313,S01,LEC,ORGANIC CHEMISTRY II
1821504,202410,Fall Semester 2023,16321,PSYC,102,002,LAB,PSYCHOLOGY STATISTICS LAB
1821504,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1821504,202410,Fall Semester 2023,16132,CHEM,314,005,SEM,ORGANIC CHEM DISCUSSION II
1821504,202410,Fall Semester 2023,11606,PSYC,202,001,LEC,INTRO TO SOCIAL PSYCHOLOGY
1821504,202410,Fall Semester 2023,10411,PSYC,485,005,RES,UG SUPERVISED RESEARCH
1821507,202410,Fall Semester 2023,10554,FREN,263,001,LEC,SECOND YEAR FRENCH I
1821507,202410,Fall Semester 2023,10628,STAT,418,001,LEC,PROBABILITY
1821507,202410,Fall Semester 2023,14732,SOCI,358,001,LEC,"CRIME, PUNISHMENT AND SOCIETY"
1821507,202410,Fall Semester 2023,15771,RELI,219,001,LEC,THE SUPERNATURAL AND RELIGION
1821507,202410,Fall Semester 2023,16068,COLL,167,002,SEM,TAYLOR SWIFT LYRICAL EVOLUTION
1821507,202410,Fall Semester 2023,15424,SMGT,373,001,INT,SPORT ANALYTICS INTERNSHIP 1
1821519,202410,Fall Semester 2023,14932,SPAN,330,001,SEM,HISPANIC WRITING SEMINAR
1821519,202410,Fall Semester 2023,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1821519,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1821519,202410,Fall Semester 2023,15350,SPAN,350,001,LEC,DIALECTS IN CONTACT
1821519,202410,Fall Semester 2023,12322,BIOS,211,005,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1821519,202410,Fall Semester 2023,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
1821531,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1821531,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821531,202410,Fall Semester 2023,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
1821531,202410,Fall Semester 2023,15180,CMOR,494,001,SEM,PEDAGOGY FOR RLAS
1821531,202410,Fall Semester 2023,15638,HART,202,001,SEM,"MODERN ART IN EUROPE,1900-1945"
1821558,202410,Fall Semester 2023,10724,AWAY,100,0F1,AWY,STUDY ABROAD
1821576,202410,Fall Semester 2023,16338,ARAB,141,002,LEC,FIRST YEAR ARABIC I
1821576,202410,Fall Semester 2023,10543,PSYC,203,002,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1821576,202410,Fall Semester 2023,11922,COMP,301,001,LEC,COMPUTER ETHICS
1821576,202410,Fall Semester 2023,10703,UNIV,295,001,INT,CAREERS THRU INTERNSHIP
1821576,202410,Fall Semester 2023,12169,DSCI,304,001,LL,DATA VISUALIZATION
1821576,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821576,202410,Fall Semester 2023,10364,ENGI,330,001,INT,ENGINEERING PRACTICUM
1821597,202410,Fall Semester 2023,10729,ECON,210,001,LEC,BEHAVIORAL ECONOMICS
1821597,202410,Fall Semester 2023,12882,ECON,203,002,LEC,MACROECONOMICS
1821597,202410,Fall Semester 2023,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
1821597,202410,Fall Semester 2023,14303,BUSI,401,001,LEC,FINANCIAL STATEMENT ANALYSIS
1821597,202410,Fall Semester 2023,11533,ECON,200,001,LL,MICROECONOMICS
1821597,202410,Fall Semester 2023,13453,BUSI,450,001,LEC,DERIVATIVES
1821621,202410,Fall Semester 2023,12322,BIOS,211,005,LAB,EXPERIMENTAL CELL & MOL BIOSCI
1821621,202410,Fall Semester 2023,10115,STAT,305,001,LL,INTRO TO STAT FOR BIOSCIENCES
1821621,202410,Fall Semester 2023,15146,RELI,101,001,LEC,WHAT IS RELIGION?
1821621,202410,Fall Semester 2023,15638,HART,202,001,SEM,"MODERN ART IN EUROPE,1900-1945"
1821621,202410,Fall Semester 2023,12397,BIOS,352,001,LEC,PHYS CHEM FOR BIOSCIENCES
1821621,202410,Fall Semester 2023,11151,CHEM,330,001,LEC,ANALYTICAL CHEMISTRY
1821654,202410,Fall Semester 2023,15475,MECH,400,001,LEC,ADV MECHANICS OF MATERIALS
1821654,202410,Fall Semester 2023,15826,EEPS,480,001,SEM,ENERGY TRANSITION SEMINAR
1821654,202410,Fall Semester 2023,11976,MECH,332,004,LAB,JUNIOR LABORATORY II
1821654,202410,Fall Semester 2023,15389,KORE,141,001,LEC,FIRST YEAR KOREAN I
1821654,202410,Fall Semester 2023,10026,MECH,407,001,LL,CAPSTONE DESIGN PROJECT I
1821690,202410,Fall Semester 2023,10599,XCHG,100,001,AWY,STUDY ABROAD - EXCHANGE
1821738,202410,Fall Semester 2023,15383,FOTO,210,005,STU,BEGINNING DIGITAL PHOTOGRAPHY
1821738,202410,Fall Semester 2023,15825,COMP,431,001,LL,WEB DEVELOPMENT
1821738,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821738,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1821783,202410,Fall Semester 2023,14671,BUSI,360,001,LEC,FOUNDER'S JOURNEY
1821783,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1821783,202410,Fall Semester 2023,12573,MECH,343,001,LEC,MODELING OF DYNAMIC SYSTEMS
1821783,202410,Fall Semester 2023,11724,MECH,490,004,RES,MECH ENG RESEARCH PROJECTS
1821783,202410,Fall Semester 2023,11976,MECH,332,004,LAB,JUNIOR LABORATORY II
1821783,202410,Fall Semester 2023,12584,MECH,371,002,LEC,FLUID MECHANICS I
1821783,202410,Fall Semester 2023,15813,ENGI,355,002,LL,DIGITAL DESIGN & VISUALIZATION
1821789,202410,Fall Semester 2023,10212,BIOE,385,003,LAB,BIOMEDICAL INSTRUMENTATION LAB
1821789,202410,Fall Semester 2023,14623,BIOE,383,002,LEC,BIOMED ENGINR INSTRUMENTATION
1821789,202410,Fall Semester 2023,11939,MECH,202,001,LEC,MECHANICS/STATICS
1821789,202410,Fall Semester 2023,12845,CMST,203,001,LEC,INTRODUCTION TO FILM ANALYSIS
1821789,202410,Fall Semester 2023,10213,BIOE,370,001,LEC,BIOMATERIALS
1821789,202410,Fall Semester 2023,12551,BIOE,341,001,LEC,CELL & MOL BIOL FOR ENGINEERS
1821795,202410,Fall Semester 2023,11674,FREN,313,001,SEM,MAJ LITERARY WORKS & ARTIFACTS
1821795,202410,Fall Semester 2023,11625,LING,401,001,LEC,ANALYSIS OF SOUND PATTERNS
1821795,202410,Fall Semester 2023,10671,CHIN,141,002,LEC,FIRST YEAR CHINESE I
1821795,202410,Fall Semester 2023,14633,JAPA,401,002,LEC,FOURTH YEAR JAPANESE I
1821795,202410,Fall Semester 2023,15766,FREN,478,001,SEM,THE CARIBBEAN IN FRENCH
1821807,202410,Fall Semester 2023,11884,POLI,395,002,LL,APPLIED RESEARCH METHODS
1821807,202410,Fall Semester 2023,15441,HIST,428,001,SEM,SLAVERY & HUMAN TRAFFICKING
1821807,202410,Fall Semester 2023,15360,POLI,354,001,LEC,LATIN AMERICAN POLITICS
1821807,202410,Fall Semester 2023,15305,HIST,259,001,SEM,US IN THE 1960s AND 70s
1821807,202410,Fall Semester 2023,15561,ANTH,402,001,SEM,US-MEXICO RESEARCH EXPERIENCE
1821825,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1821825,202410,Fall Semester 2023,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1821825,202410,Fall Semester 2023,15141,PHIL,230,001,LEC,HUMAN MINDS
1821825,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1821825,202410,Fall Semester 2023,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
1821837,202410,Fall Semester 2023,14096,SOCI,309,001,LEC,RACE & ETHNIC RELATIONS
1821837,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1821837,202410,Fall Semester 2023,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
1821837,202410,Fall Semester 2023,11147,NEUR,310,001,RES,IND RES FOR NEUR UNDERGRADS
1821837,202410,Fall Semester 2023,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
1821837,202410,Fall Semester 2023,16111,NEUR,477,001,SEM,LEARNING W LRG LANGUAGE MODELS
1821837,202410,Fall Semester 2023,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1821864,202410,Fall Semester 2023,15644,MDHM,359,001,SEM,RESPONSIBLE AI FOR HEALTH
1821864,202410,Fall Semester 2023,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
1821864,202410,Fall Semester 2023,11942,SPAN,303,001,LEC,SPANISH HERITAGE STUDENTS III
1821864,202410,Fall Semester 2023,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
1821864,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1821894,202410,Fall Semester 2023,12312,BIOS,128,001,INT,BRAINSTEM
1821894,202410,Fall Semester 2023,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1821894,202410,Fall Semester 2023,11147,NEUR,310,001,RES,IND RES FOR NEUR UNDERGRADS
1821894,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1821894,202410,Fall Semester 2023,12549,BIOS,372,001,LEC,IMMUNOLOGY
1821894,202410,Fall Semester 2023,12330,BIOS,212,002,LAB,EXPERIMENTAL NEUROSCIENCE
1821915,202410,Fall Semester 2023,16343,PSYC,308,002,LEC,MEMORY
1821915,202410,Fall Semester 2023,12312,BIOS,128,001,INT,BRAINSTEM
1821915,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1821915,202410,Fall Semester 2023,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
1821915,202410,Fall Semester 2023,15655,BIOS,315,001,LAB,EXPERIMENTAL PHYSIOLOGY
1821915,202410,Fall Semester 2023,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1821924,202410,Fall Semester 2023,12784,COLL,300,001,LL,PEDAGOGY FOR STDNT INSTRUCTORS
1821924,202410,Fall Semester 2023,13550,MSNE,451,002,SEM,MATERIALS SCIENCE SEMINAR
1821924,202410,Fall Semester 2023,10522,MSNE,402,001,LEC,MECH PROPERTIES OF MATERIALS
1821924,202410,Fall Semester 2023,15321,LPAP,108,001,ACT,GYMNASTIC/BODYWEIGHT TRAINING
1821924,202410,Fall Semester 2023,16285,BUSI,222,001,LEC,TECH PRODUCT DESIGN & DEV
1821924,202410,Fall Semester 2023,14649,MSNE,304,003,LL,MATERIALS SCIENCE JUNIOR LAB
1821924,202410,Fall Semester 2023,11495,MSNE,401,001,LEC,THERMODYNAMICS IN MAT SCIENCE
1821951,202410,Fall Semester 2023,11377,BUSI,343,001,LEC,FINANCIAL MANAGEMENT
1821951,202410,Fall Semester 2023,15254,HART,389,001,SEM,JUSTICE AND CINEMA
1821951,202410,Fall Semester 2023,13023,POLI,372,001,LEC,AMERICAN FOREIGN POLICY
1821951,202410,Fall Semester 2023,14762,POLI,321,001,LEC,"AMER CONST. LAW:STRUCTRS, PWRS"
1821951,202410,Fall Semester 2023,15589,POLI,341,001,LEC,RACE AND THE LAW IN THE U.S.
1821966,202410,Fall Semester 2023,16107,BIOS,344,S02,LEC,MOLECULAR BIOLOGY & GENETICS
1821966,202410,Fall Semester 2023,12785,DSCI,101,001,LL,INTRO TO DATA SCIENCE
1821966,202410,Fall Semester 2023,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1821966,202410,Fall Semester 2023,11977,STAT,315,001,LL,STATISTICS FOR DATA SCIENCE
1821966,202410,Fall Semester 2023,15522,ENGL,382,001,LEC,FEMINIST THEORY
1821981,202410,Fall Semester 2023,15570,HART,328,001,SEM,EPIPHANIES
1821981,202410,Fall Semester 2023,11309,ECON,310,003,LL,ECONOMETRICS
1821981,202410,Fall Semester 2023,15604,COLL,183,001,SEM,INTRO TO DJING
1821981,202410,Fall Semester 2023,14613,DSCI,303,002,LEC,MACHINE LEARNING FOR DS
1821981,202410,Fall Semester 2023,14216,LPAP,144,001,ACT,COUNTRY WESTERN DANCE
1821981,202410,Fall Semester 2023,10687,SOSC,444,001,INT,CONSULTING PRACTICUM
1821981,202410,Fall Semester 2023,15583,COLL,172,001,LEC,THE PERFECT HAIRCUT
1821993,202410,Fall Semester 2023,10672,FREN,141,002,LEC,FIRST YEAR FRENCH I
1821993,202410,Fall Semester 2023,10122,MUSI,141,001,STU,CLASSICAL GUITAR/NON-MAJOR
1821993,202410,Fall Semester 2023,13258,EEPS,110,001,LEC,"EARTH, ENVIRONMENT, & SOCIETY"
1821993,202410,Fall Semester 2023,15383,FOTO,210,005,STU,BEGINNING DIGITAL PHOTOGRAPHY
1821993,202410,Fall Semester 2023,14712,LPAP,105,001,ACT,SOFTBALL
1821993,202410,Fall Semester 2023,15670,POLI,457,001,SEM,CONDITIONS OF DEMOCRACY
1821993,202410,Fall Semester 2023,15596,SPAN,406,001,SEM,LATIN AMERICAN CINEMA
1822026,202410,Fall Semester 2023,15536,BUSI,440,001,LEC,AUDITING
1822026,202410,Fall Semester 2023,15281,ENGL,200,002,SEM,GATEWAYS TO LITERARY STUDY
1822026,202410,Fall Semester 2023,16083,BUSI,343,003,LEC,FINANCIAL MANAGEMENT
1822026,202410,Fall Semester 2023,15535,BUSI,430,001,LEC,MANAGEMENT ACCOUNTING
1822056,202410,Fall Semester 2023,13495,SOCI,380,003,LEC,SOCIAL THEORY
1822056,202410,Fall Semester 2023,15238,ANTH,381,001,SEM,MEDICAL ANTHROPOLOGY
1822056,202410,Fall Semester 2023,15301,ENST,315,001,LEC,ENVIRONMENTAL HEALTH
1822056,202410,Fall Semester 2023,14353,SOCI,307,001,SEM,INTERSECTIONALITY
1822056,202410,Fall Semester 2023,12767,HEAL,407,002,LEC,EPIDEMIOLOGY
1822056,202410,Fall Semester 2023,12766,HEAL,380,002,LEC,DISPARITIES IN HEALTH IN AMER
1822065,202410,Fall Semester 2023,14299,BUSI,305,003,LEC,FINANCIAL ACCOUNTING
1822065,202410,Fall Semester 2023,13185,LPAP,171,004,ACT,TAI CHI
1822065,202410,Fall Semester 2023,10052,COMP,412,001,LEC,COMPILER CONSTRUCTION - UG
1822065,202410,Fall Semester 2023,12181,MATH,356,001,LEC,ABSTRACT ALGEBRA I
1822065,202410,Fall Semester 2023,11631,MATH,211,S07,LEC,ORD DIFFERENTIAL EQUATIONS
1822065,202410,Fall Semester 2023,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
1822068,202410,Fall Semester 2023,11340,COMP,430,001,LL,INTRO TO DATABASE SYSTEMS
1822068,202410,Fall Semester 2023,10053,COMP,450,001,LEC,ALGORITHMIC ROBOTICS
1822068,202410,Fall Semester 2023,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
1822068,202410,Fall Semester 2023,11443,GERM,263,001,LEC,SECOND YEAR GERMAN I
1822068,202410,Fall Semester 2023,15653,COMP,318,001,LL,CONCURRENT PROGRAM DESIGN
1822068,202410,Fall Semester 2023,10364,ENGI,330,001,INT,ENGINEERING PRACTICUM
1822068,202410,Fall Semester 2023,15609,COLL,188,001,SEM,PHOTO BOOKS SINCE 1960
1822131,202410,Fall Semester 2023,10201,CHEM,491,001,RES,RESEARCH FOR UNDERGRADUATES
1822131,202410,Fall Semester 2023,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
1822131,202410,Fall Semester 2023,12570,ENST,301,001,SEM,ENVIRONMENTAL JUSTICE
