PERSON_IDENTIFIER,TERM_CODE,TERM,CRN,SUBJECT,COURSE_NUMBER,SECTION,COURSE_TPYE,TITLE
93423,202410,Fall Semester 2023,14260,THEA,303,001,LEC,INTRODUCTION TO THEATRE
94572,202410,Fall Semester 2023,12982,MUSI,335,001,STU,RICE CHORALE
361383,202410,Fall Semester 2023,10675,PORT,106,001,LEC,ACCEL FIRST YEAR PORTUGUESE
559884,202410,Fall Semester 2023,10674,JAPA,141,001,LEC,FIRST YEAR JAPANESE I
565527,202410,Fall Semester 2023,15558,RELI,421,001,SEM,FOUCAULT & THE SELF
565527,202410,Fall Semester 2023,16098,FWIS,184,001,SEM,CULTURAL IMAGINATION OF TEXAS
566199,202410,Fall Semester 2023,14731,SOCI,325,001,LEC,SOCIOLOGY OF LAW
566199,202410,Fall Semester 2023,13184,LPAP,171,003,ACT,TAI CHI
566199,202410,Fall Semester 2023,13191,LPAP,183,001,ACT,WEIGHT TRAINING & CONDITIONING
566199,202410,Fall Semester 2023,15511,ENST,312,001,LEC,JUSTICE IN THE FOOD SYSTEM
566199,202410,Fall Semester 2023,15442,HIST,340,001,LEC,HISTORY OF FEMINISM
566199,202410,Fall Semester 2023,15795,PHIL,400,001,RES,THE OBJECTIVE & THE SUBJECTIVE
607599,202410,Fall Semester 2023,15627,HIST,438,001,SEM,"THE MEDIEVAL CITY, 300-1500"
607599,202410,Fall Semester 2023,15252,HART,358,001,LEC,IMPRESSIONISM/POST-IMP
637395,202410,Fall Semester 2023,12948,ANTH,200,003,LEC,INTRO TO STUDY OF LANGUAGE
883479,202410,Fall Semester 2023,13948,JAPA,141,004,LEC,FIRST YEAR JAPANESE I
971649,202410,Fall Semester 2023,11606,PSYC,202,001,LEC,INTRO TO SOCIAL PSYCHOLOGY
971649,202410,Fall Semester 2023,11757,KINE,321,003,LEC,EXERCISE PHYSIOLOGY
971649,202410,Fall Semester 2023,10257,KINE,302,001,LEC,BIOMECHANICS
971649,202410,Fall Semester 2023,15491,KINE,498,001,LEC,SPECIAL TOPICS IN SPORTS MED
975462,202410,Fall Semester 2023,15256,ASIA,223,001,LEC,SOUTH ASIAN STUDIES
1074561,202410,Fall Semester 2023,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1074561,202410,Fall Semester 2023,12758,FWIS,100,005,SEM,INTRO TO ACADEMIC WRITING
1074561,202410,Fall Semester 2023,14167,ENGL,210,001,LEC,BEGINNINGS: BRIT LIT TO 1800
1074561,202410,Fall Semester 2023,15623,HART,203,001,LEC,GLOBAL MODERNISM
1074561,202410,Fall Semester 2023,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
1107495,202410,Fall Semester 2023,15491,KINE,498,001,LEC,SPECIAL TOPICS IN SPORTS MED
1107495,202410,Fall Semester 2023,11757,KINE,321,003,LEC,EXERCISE PHYSIOLOGY
1107495,202410,Fall Semester 2023,12541,SMGT,450,001,LEC,LEADERSHIP IN SPORT MANAGEMENT
1107495,202410,Fall Semester 2023,14282,NAVA,302,001,LL,NAVAL OPERATIONS & SEAMANSHIP
1107495,202410,Fall Semester 2023,10360,KINE,375,002,INT,SPORTS MEDICINE INTERNSHIP
1107495,202410,Fall Semester 2023,10257,KINE,302,001,LEC,BIOMECHANICS
1167519,202410,Fall Semester 2023,12181,MATH,356,001,LEC,ABSTRACT ALGEBRA I
1167519,202410,Fall Semester 2023,10059,MATH,321,001,LEC,INTRODUCTION TO ANALYSIS I
1235406,202410,Fall Semester 2023,11919,STAT,413,001,LEC,INTRO TO STAT MACHINE LEARNING
1235406,202410,Fall Semester 2023,10297,STAT,482,001,LEC,QUANT FINANCIAL ANALYTICS
1235406,202410,Fall Semester 2023,13709,STAT,487,001,LEC,COFES BLOCKCHAIN/CRYPTO
1292541,202410,Fall Semester 2023,12576,FREN,263,002,LEC,SECOND YEAR FRENCH I
1305336,202410,Fall Semester 2023,15133,MUSI,426,001,LEC,PIANO LITERATURE - SURVEY
1305336,202410,Fall Semester 2023,15834,MUSI,414,001,LEC,PIANO CHAMBER MUSIC LITERATURE
1365753,202410,Fall Semester 2023,15391,KORE,401,001,LEC,CURRENT ISSUES IN KOREA
1368495,202410,Fall Semester 2023,11504,COMP,490,003,RES,COMPUTER SCIENCE PROJECTS
1368495,202410,Fall Semester 2023,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1368495,202410,Fall Semester 2023,14254,COMP,480,001,LEC,PROBABILISTIC ALGORITHMS AND D
1368495,202410,Fall Semester 2023,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
1370427,202410,Fall Semester 2023,15536,BUSI,440,001,LEC,AUDITING
1370427,202410,Fall Semester 2023,10992,ECON,300,001,LEC,"GAME THEORY, MICRO TOPICS/ECON"
1370427,202410,Fall Semester 2023,12251,ECON,483,001,LEC,PUBLIC ECONOMICS: TAXATION
1370427,202410,Fall Semester 2023,12883,ECON,441,001,LEC,EMPIRICAL METHODS FOR IO
1370427,202410,Fall Semester 2023,14300,BUSI,380,001,LEC,MARKETING
1378170,202410,Fall Semester 2023,16308,ARCH,450,003,SEM,GARDEN ECOLOGIES
1389207,202410,Fall Semester 2023,10646,GERM,301,001,LEC,THIRD YEAR GERMAN I
1389840,202410,Fall Semester 2023,15179,CMOR,420,001,LEC,COMPUTATIONAL SCIENCE
1389840,202410,Fall Semester 2023,10077,PHYS,301,001,LEC,INTERMEDIATE MECHANICS
1389840,202410,Fall Semester 2023,10078,PHYS,311,001,LEC,INTRO TO QUANTUM PHYSICS I
1389840,202410,Fall Semester 2023,15304,HIST,237,001,LEC,RADICALS IN THE AMERICAS
1396599,202410,Fall Semester 2023,16306,ARCH,450,001,SEM,FORMAL ANALYSIS
1396599,202410,Fall Semester 2023,16300,ARCH,327,001,LAB,CONSTRUCT
1423698,202410,Fall Semester 2023,15422,SMGT,360,001,LEC,SALES & REVENUE GENERATION
1423698,202410,Fall Semester 2023,12306,ASTR,101,001,LEC,"STARS, GALAXIES & THE UNIVERSE"
1423698,202410,Fall Semester 2023,12541,SMGT,450,001,LEC,LEADERSHIP IN SPORT MANAGEMENT
1423698,202410,Fall Semester 2023,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1423698,202410,Fall Semester 2023,15423,SMGT,364,001,LEC,SPORT LAW
1423698,202410,Fall Semester 2023,12568,SOCI,102,001,LAB,SOCIOLOGY STATISTICS LAB
1462875,202410,Fall Semester 2023,15522,ENGL,382,001,LEC,FEMINIST THEORY
1470960,202410,Fall Semester 2023,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
1474185,202410,Fall Semester 2023,11442,PSYC,340,002,LEC,RESEARCH METHODS - PSYCHOLOGY
1474185,202410,Fall Semester 2023,15563,PSYC,308,001,LEC,MEMORY
1474185,202410,Fall Semester 2023,12809,HUMA,315,001,LEC,COMMUNICATION LAW
1474185,202410,Fall Semester 2023,15762,LING,327,001,LEC,RESEARCH ON BRAILLE
1474425,202410,Fall Semester 2023,12808,ARCH,311,001,LEC,HOUSTON ARCHITECTURE
1474425,202410,Fall Semester 2023,16300,ARCH,327,001,LAB,CONSTRUCT
1482525,202410,Fall Semester 2023,16300,ARCH,327,001,LAB,CONSTRUCT
1512606,202410,Fall Semester 2023,15154,RELI,334,001,SEM,PSYCHOLOGY OF RELIGION
1514424,202410,Fall Semester 2023,10729,ECON,210,001,LEC,BEHAVIORAL ECONOMICS
1514424,202410,Fall Semester 2023,12541,SMGT,450,001,LEC,LEADERSHIP IN SPORT MANAGEMENT
1514424,202410,Fall Semester 2023,13515,ECON,481,002,LEC,HEALTH ECONOMICS
1514424,202410,Fall Semester 2023,10121,MUSI,117,001,LEC,FUNDAMENTALS OF MUSIC I
1514424,202410,Fall Semester 2023,14303,BUSI,401,001,LEC,FINANCIAL STATEMENT ANALYSIS
1520835,202410,Fall Semester 2023,16307,ARCH,450,002,SEM,PRESERVATION TACTICS
1522512,202410,Fall Semester 2023,15379,ARTS,312,001,STU,RELIEF I
1522512,202410,Fall Semester 2023,16300,ARCH,327,001,LAB,CONSTRUCT
1522686,202410,Fall Semester 2023,11340,COMP,430,001,LL,INTRO TO DATABASE SYSTEMS
1522686,202410,Fall Semester 2023,15825,COMP,431,001,LL,WEB DEVELOPMENT
1522686,202410,Fall Semester 2023,10052,COMP,412,001,LEC,COMPILER CONSTRUCTION - UG
1522686,202410,Fall Semester 2023,15308,HIST,314,001,LEC,HISTORY OF AI
1522737,202410,Fall Semester 2023,14701,SWGS,101,001,LEC,INTRO WOMEN & GENDER
1522737,202410,Fall Semester 2023,15623,HART,203,001,LEC,GLOBAL MODERNISM
1522737,202410,Fall Semester 2023,15496,SWGS,338,001,LEC,19TH C. WOMEN'S NARRATIVES
1522737,202410,Fall Semester 2023,15431,LALX,238,001,SEM,LATINX GEN & SEXUALITY STUDIES
1522737,202410,Fall Semester 2023,11607,PSYC,351,001,LEC,PERCEPTION
1523073,202410,Fall Semester 2023,16323,CMOR,495,002,LEC,LOSING THE PRECIOUS FEW
1523136,202410,Fall Semester 2023,16303,ARCH,350,001,SEM,URBAN TRANSPORTATION
1523136,202410,Fall Semester 2023,16308,ARCH,450,003,SEM,GARDEN ECOLOGIES
1524090,202410,Fall Semester 2023,15762,LING,327,001,LEC,RESEARCH ON BRAILLE
1524090,202410,Fall Semester 2023,11624,LING,300,001,LEC,LINGUISTIC ANALYSIS
1524090,202410,Fall Semester 2023,15580,PSYC,467,001,LEC,HUMAN FACTORS IN CYBERSECURITY
1524090,202410,Fall Semester 2023,15611,COLL,114,001,SEM,A LINGUISTIC TAKE ON CONLANGS
1524090,202410,Fall Semester 2023,15214,PSYC,375,001,LEC,NEUROPSYC OF LANGUAGE/MEMORY
1524096,202410,Fall Semester 2023,16300,ARCH,327,001,LAB,CONSTRUCT
1524828,202410,Fall Semester 2023,16307,ARCH,450,002,SEM,PRESERVATION TACTICS
1525338,202410,Fall Semester 2023,13193,LPAP,186,004,ACT,PILATES
1525338,202410,Fall Semester 2023,14283,COMP,215,003,LL,INTRODUCTION TO PROGRAM DESIGN
1525338,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1525338,202410,Fall Semester 2023,13191,LPAP,183,001,ACT,WEIGHT TRAINING & CONDITIONING
1525338,202410,Fall Semester 2023,14296,BUSI,221,001,LL,NEW ENTERPRISES: DISCOVERY
1525632,202410,Fall Semester 2023,15215,PSYC,409,001,SEM,METHODS HUMAN-COMP INTERACTION
1525632,202410,Fall Semester 2023,15602,COLL,178,001,SEM,A CUP OF CULTURE
1525632,202410,Fall Semester 2023,10094,PSYC,340,001,LEC,RESEARCH METHODS - PSYCHOLOGY
1525632,202410,Fall Semester 2023,16343,PSYC,308,002,LEC,MEMORY
1526673,202410,Fall Semester 2023,14303,BUSI,401,001,LEC,FINANCIAL STATEMENT ANALYSIS
1526691,202410,Fall Semester 2023,16308,ARCH,450,003,SEM,GARDEN ECOLOGIES
1527726,202410,Fall Semester 2023,14917,PSYC,485,023,RES,UG SUPERVISED RESEARCH
1527726,202410,Fall Semester 2023,15154,RELI,334,001,SEM,PSYCHOLOGY OF RELIGION
1527726,202410,Fall Semester 2023,15289,ENGL,341,001,LEC,VICTORIAN LITERATURE & CULTURE
1527726,202410,Fall Semester 2023,15296,ENGL,410,003,SEM,SENIOR SEMINAR
1527843,202410,Fall Semester 2023,10122,MUSI,141,001,STU,CLASSICAL GUITAR/NON-MAJOR
1528590,202410,Fall Semester 2023,12808,ARCH,311,001,LEC,HOUSTON ARCHITECTURE
1528590,202410,Fall Semester 2023,16306,ARCH,450,001,SEM,FORMAL ANALYSIS
1529172,202410,Fall Semester 2023,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
1529172,202410,Fall Semester 2023,12251,ECON,483,001,LEC,PUBLIC ECONOMICS: TAXATION
1529172,202410,Fall Semester 2023,10210,ECON,437,001,LEC,ENERGY ECONOMICS
1529172,202410,Fall Semester 2023,14283,COMP,215,003,LL,INTRODUCTION TO PROGRAM DESIGN
1529172,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1530069,202410,Fall Semester 2023,10554,FREN,263,001,LEC,SECOND YEAR FRENCH I
1534368,202410,Fall Semester 2023,10699,FREN,141,003,LEC,FIRST YEAR FRENCH I
1534368,202410,Fall Semester 2023,12808,ARCH,311,001,LEC,HOUSTON ARCHITECTURE
1536762,202410,Fall Semester 2023,13169,LPAP,101,003,ACT,STRETCH LAB
1536762,202410,Fall Semester 2023,10238,SMGT,376,001,INT,SPORT MANAGEMENT INTERNSHIP 1
1536762,202410,Fall Semester 2023,15602,COLL,178,001,SEM,A CUP OF CULTURE
1536762,202410,Fall Semester 2023,14671,BUSI,360,001,LEC,FOUNDER'S JOURNEY
1536762,202410,Fall Semester 2023,11670,MUSI,317,003,LEC,THEORY FOR NON MAJORS I
1536762,202410,Fall Semester 2023,15607,COLL,186,001,SEM,DEAD IN AMERICA-A CRASH COURSE
1536762,202410,Fall Semester 2023,10138,MUSI,403,001,LL,BASIC ELECTRONIC MUSIC
1537638,202410,Fall Semester 2023,13952,KORE,263,001,LEC,SECOND YEAR KOREAN I
1537638,202410,Fall Semester 2023,15132,MUSI,417,001,LEC,MUSIC FOR MEDIA
1538535,202410,Fall Semester 2023,14144,MUSI,413,001,LAB,DALCROZE EURHYTHMICS
1538583,202410,Fall Semester 2023,14144,MUSI,413,001,LAB,DALCROZE EURHYTHMICS
1539462,202410,Fall Semester 2023,12183,MUSI,416,001,LEC,ORCHESTRATION
1539846,202410,Fall Semester 2023,14144,MUSI,413,001,LAB,DALCROZE EURHYTHMICS
1540029,202410,Fall Semester 2023,10432,STAT,305,002,LL,INTRO TO STAT FOR BIOSCIENCES
1540029,202410,Fall Semester 2023,13499,CHBE,470,002,LEC,PROCESS DYNAMICS & CONTROL
1540029,202410,Fall Semester 2023,13740,RCEL,410,001,LL,ENG LAUNCH PAD-RESEARCH
1540029,202410,Fall Semester 2023,12636,CHBE,403,002,LL,DESIGN FUNDAMENTALS
1540029,202410,Fall Semester 2023,16070,CHBE,443,002,LL,CHEMICAL ENGINEERING LAB III
1542621,202410,Fall Semester 2023,15289,ENGL,341,001,LEC,VICTORIAN LITERATURE & CULTURE
1542621,202410,Fall Semester 2023,15291,ENGL,362,001,LEC,MODERN AMERICAN FICTION
1542621,202410,Fall Semester 2023,15574,ENGL,308,002,SEM,INTRODUCTION TO PODCASTING
1542621,202410,Fall Semester 2023,13988,ENGL,383,001,LEC,GLOBAL FICTIONS
1542753,202410,Fall Semester 2023,16307,ARCH,450,002,SEM,PRESERVATION TACTICS
1546815,202410,Fall Semester 2023,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1546815,202410,Fall Semester 2023,10543,PSYC,203,002,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1546815,202410,Fall Semester 2023,10251,ELEC,494,001,LAB,SENIOR DESIGN
1546815,202410,Fall Semester 2023,10019,ELEC,326,001,LL,DIGITAL LOGIC DESIGN
1547430,202410,Fall Semester 2023,14701,SWGS,101,001,LEC,INTRO WOMEN & GENDER
1547430,202410,Fall Semester 2023,15536,BUSI,440,001,LEC,AUDITING
1547430,202410,Fall Semester 2023,12883,ECON,441,001,LEC,EMPIRICAL METHODS FOR IO
1550775,202410,Fall Semester 2023,15796,PHIL,383,001,SEM,MODERN PHILOSOPHY
1550775,202410,Fall Semester 2023,15627,HIST,438,001,SEM,"THE MEDIEVAL CITY, 300-1500"
1550775,202410,Fall Semester 2023,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
1550775,202410,Fall Semester 2023,13184,LPAP,171,003,ACT,TAI CHI
1550775,202410,Fall Semester 2023,15442,HIST,340,001,LEC,HISTORY OF FEMINISM
1550775,202410,Fall Semester 2023,15648,ASIA,360,001,SEM,CHINA AND THE CHINESE DIASPORA
1556151,202410,Fall Semester 2023,15146,RELI,101,001,LEC,WHAT IS RELIGION?
1556151,202410,Fall Semester 2023,10432,STAT,305,002,LL,INTRO TO STAT FOR BIOSCIENCES
1566684,202410,Fall Semester 2023,10053,COMP,450,001,LEC,ALGORITHMIC ROBOTICS
1566684,202410,Fall Semester 2023,15654,COMP,462,001,LEC,ROBOTIC MANIPULATION
1566684,202410,Fall Semester 2023,15411,EEPS,471,001,LEC,EARTH SYSTEMS MODELING I
1566684,202410,Fall Semester 2023,10311,CEVE,310,001,LEC,PRINCIPLES OF ENVI ENGINEERING
1567764,202410,Fall Semester 2023,16049,MUCH,238,001,SEM,ARTS IN THE PROFESSIONAL WORLD
1574196,202410,Fall Semester 2023,16308,ARCH,450,003,SEM,GARDEN ECOLOGIES
1574883,202410,Fall Semester 2023,10078,PHYS,311,001,LEC,INTRO TO QUANTUM PHYSICS I
1577868,202410,Fall Semester 2023,13955,SPAN,322,003,LEC,SPAN FOR INTERCULTURAL COMM II
1577868,202410,Fall Semester 2023,15163,CMOR,422,001,LEC,NUMERICAL ANALYSIS
1577868,202410,Fall Semester 2023,12570,ENST,301,001,SEM,ENVIRONMENTAL JUSTICE
1577868,202410,Fall Semester 2023,16063,CMOR,441,003,LEC,LINEAR AND INTEGER PROGRAMMING
1580550,202410,Fall Semester 2023,11500,HEAL,379,003,INT,INTERNSHIP IN HEALTH SCIENCES
1580550,202410,Fall Semester 2023,12767,HEAL,407,002,LEC,EPIDEMIOLOGY
1580550,202410,Fall Semester 2023,10356,KINE,319,001,LEC,STATS FOR HEALTH PROFESSIONAL
1580550,202410,Fall Semester 2023,15238,ANTH,381,001,SEM,MEDICAL ANTHROPOLOGY
1580550,202410,Fall Semester 2023,12766,HEAL,380,002,LEC,DISPARITIES IN HEALTH IN AMER
1580550,202410,Fall Semester 2023,10107,HEAL,222,001,LEC,PRIN PUBLIC&COMMHEALTH
1586169,202410,Fall Semester 2023,15505,SWGS,345,001,LEC,HISTORY OF FEMINISM
1586169,202410,Fall Semester 2023,11592,EDUC,304,001,SEM,"RACE, CLASS, GENDER IN EDUC"
1586169,202410,Fall Semester 2023,10555,SPAN,263,001,LEC,SECOND YEAR SPANISH I
1586169,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1586169,202410,Fall Semester 2023,13175,LPAP,134,001,ACT,INDIAN DANCE
1587384,202410,Fall Semester 2023,15154,RELI,334,001,SEM,PSYCHOLOGY OF RELIGION
1587384,202410,Fall Semester 2023,13453,BUSI,450,001,LEC,DERIVATIVES
1590321,202410,Fall Semester 2023,15826,EEPS,480,001,SEM,ENERGY TRANSITION SEMINAR
1590855,202410,Fall Semester 2023,15389,KORE,141,001,LEC,FIRST YEAR KOREAN I
1592247,202410,Fall Semester 2023,12982,MUSI,335,001,STU,RICE CHORALE
1595265,202410,Fall Semester 2023,15661,CHEM,462,001,LEC,ENZYME MECHANISMS
1595265,202410,Fall Semester 2023,10394,CHEM,492,001,RES,UNDERGRADUATES HONORS RESEARCH
1595265,202410,Fall Semester 2023,12655,CHEM,415,001,LEC,CHEMICAL KINETICS & DYNAMICS
1595265,202410,Fall Semester 2023,15252,HART,358,001,LEC,IMPRESSIONISM/POST-IMP
1595850,202410,Fall Semester 2023,15478,CMOR,220,002,LEC,INTRO TO ENG COMPUTATION
1595850,202410,Fall Semester 2023,12549,BIOS,372,001,LEC,IMMUNOLOGY
1595850,202410,Fall Semester 2023,10201,CHEM,491,001,RES,RESEARCH FOR UNDERGRADUATES
1595850,202410,Fall Semester 2023,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
1595850,202410,Fall Semester 2023,15772,CHEM,366,002,LL,INORGANIC CHEMISTRY LAB
1595850,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1601052,202410,Fall Semester 2023,11922,COMP,301,001,LEC,COMPUTER ETHICS
1601052,202410,Fall Semester 2023,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1601052,202410,Fall Semester 2023,11504,COMP,490,003,RES,COMPUTER SCIENCE PROJECTS
1601052,202410,Fall Semester 2023,10668,COMP,311,001,LEC,FUNCTIONAL PROGRAMMING
1601136,202410,Fall Semester 2023,15355,PHYS,494,001,SEM,UNDERGRADUATE RESEARCH SEMINAR
1601136,202410,Fall Semester 2023,10079,PHYS,425,001,LEC,STATISTICAL & THERMAL PHYSICS
1601136,202410,Fall Semester 2023,15379,ARTS,312,001,STU,RELIEF I
1601136,202410,Fall Semester 2023,10135,MUSI,342,002,STU,RICE JAZZ LAB
1601136,202410,Fall Semester 2023,15176,CMOR,302,001,LEC,MATRIX ANALYSIS
1601136,202410,Fall Semester 2023,15354,PHYS,492,001,RES,UNDERGRADUATE RESEARCH
1601136,202410,Fall Semester 2023,12775,PHYS,411,001,LEC,INTRO NUCLEAR&PARTIC PHYSICS
1601559,202410,Fall Semester 2023,15492,ENST,265,001,SEM,SCI FI AND THE ENVIRONMENT
1601559,202410,Fall Semester 2023,14119,THEA,308,001,LL,IMPROV FOR STAGE AND SCREEN
1601559,202410,Fall Semester 2023,13172,LPAP,113,002,LEC,MENTAL TRAINING
1601559,202410,Fall Semester 2023,15406,EEPS,115,001,LEC,THE PLANETS
1601559,202410,Fall Semester 2023,15405,EEPS,101,001,LEC,THE EARTH
1602255,202410,Fall Semester 2023,10724,AWAY,100,0F1,AWY,STUDY ABROAD
1603413,202410,Fall Semester 2023,10724,AWAY,100,0F1,AWY,STUDY ABROAD
1603788,202410,Fall Semester 2023,11012,CHEM,123,005,LAB,GENERAL CHEMISTRY LAB I
1603788,202410,Fall Semester 2023,10026,MECH,407,001,LL,CAPSTONE DESIGN PROJECT I
1603788,202410,Fall Semester 2023,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1603788,202410,Fall Semester 2023,10597,MECH,472,001,LEC,THERMAL DESIGN
1603788,202410,Fall Semester 2023,11946,MECH,484,001,LEC,MICRO THERMO & TRANSPORT
1604469,202410,Fall Semester 2023,12210,PSYC,480,001,SEM,POSITIVE PSYCHOLOGY
1604469,202410,Fall Semester 2023,15598,PSYC,353,001,LEC,PSYC OF EMOTION & MOTIVATION
1604469,202410,Fall Semester 2023,11896,SOSC,302,002,LEC,SOCIAL SCIENCES STATISTICS
1604469,202410,Fall Semester 2023,15563,PSYC,308,001,LEC,MEMORY
1606719,202410,Fall Semester 2023,10052,COMP,412,001,LEC,COMPILER CONSTRUCTION - UG
1606719,202410,Fall Semester 2023,15605,COLL,184,001,SEM,FUNCTIONAL FIBER ARTS
1606719,202410,Fall Semester 2023,12179,MATH,101,S05,LEC,SINGLE VARIABLE CALCULUS I
1606719,202410,Fall Semester 2023,15564,PSYC,332,001,LEC,PSYCHOPATHOLOGY
1606719,202410,Fall Semester 2023,14119,THEA,308,001,LL,IMPROV FOR STAGE AND SCREEN
1607097,202410,Fall Semester 2023,10541,STAT,499,001,SEM,QUANTITATIVE FINANCE TOPICS
1607097,202410,Fall Semester 2023,11977,STAT,315,001,LL,STATISTICS FOR DATA SCIENCE
1607097,202410,Fall Semester 2023,15176,CMOR,302,001,LEC,MATRIX ANALYSIS
1607097,202410,Fall Semester 2023,14707,ELEC,220,002,LL,FUND COMPUTER ENGINEERING
1607097,202410,Fall Semester 2023,15520,COMP,182,003,LL,ALGORITHMIC THINKING
1607958,202410,Fall Semester 2023,12395,BIOS,341,S01,LEC,CELL BIOLOGY
1608000,202410,Fall Semester 2023,15571,LEAD,402,001,SEM,CIVIC LEADERSHIP CAPSTONE I
1608000,202410,Fall Semester 2023,14012,HIST,331,001,LEC,THE CUBAN REVOLUTION
1608000,202410,Fall Semester 2023,11682,PLST,305,001,LEC,INTRODUCTION TO LAW
1608000,202410,Fall Semester 2023,12809,HUMA,315,001,LEC,COMMUNICATION LAW
1608000,202410,Fall Semester 2023,15589,POLI,341,001,LEC,RACE AND THE LAW IN THE U.S.
1608000,202410,Fall Semester 2023,15673,PJHC,371,001,SEM,"POVERTY, JUSTICE, CAPABILITIES"
1608210,202410,Fall Semester 2023,15406,EEPS,115,001,LEC,THE PLANETS
1608210,202410,Fall Semester 2023,12740,ASTR,350,002,LEC,INTRO ASTROPHYSICS-STARS
1608210,202410,Fall Semester 2023,10078,PHYS,311,001,LEC,INTRO TO QUANTUM PHYSICS I
1608210,202410,Fall Semester 2023,10077,PHYS,301,001,LEC,INTERMEDIATE MECHANICS
1608777,202410,Fall Semester 2023,12881,ECON,200,002,LL,MICROECONOMICS
1608987,202410,Fall Semester 2023,15564,PSYC,332,001,LEC,PSYCHOPATHOLOGY
1609092,202410,Fall Semester 2023,15441,HIST,428,001,SEM,SLAVERY & HUMAN TRAFFICKING
1609092,202410,Fall Semester 2023,12540,SMGT,320,001,LEC,BUSINESS OF COLLEGE ATHLETICS
1609092,202410,Fall Semester 2023,15690,HUMA,134,001,LEC,WHAT IS LOVE?
1609092,202410,Fall Semester 2023,15300,ENST,205,001,LEC,RECKONING W/ THE ANTHROPOCENE
1609092,202410,Fall Semester 2023,11926,ENST,250,001,LEC,UNDERSTANDING ENERGY
1609287,202410,Fall Semester 2023,15375,STAT,310,002,LEC,PROBABILITY & STATISTICS
1609287,202410,Fall Semester 2023,15323,LPAP,172,002,ACT,INTRODUCTION TO FENCING
1609287,202410,Fall Semester 2023,10026,MECH,407,001,LL,CAPSTONE DESIGN PROJECT I
1609287,202410,Fall Semester 2023,11775,RCEL,400,001,LL,LEADING HIGH PERFORMING ENGINE
1609287,202410,Fall Semester 2023,10597,MECH,472,001,LEC,THERMAL DESIGN
1609941,202410,Fall Semester 2023,15384,THEA,300,001,LL,INTRODUCTION TO THEATRE DESIGN
1609941,202410,Fall Semester 2023,10679,SPAN,142,001,LEC,FIRST YEAR SPANISH II
1609941,202410,Fall Semester 2023,11340,COMP,430,001,LL,INTRO TO DATABASE SYSTEMS
1609953,202410,Fall Semester 2023,15693,RELI,333,001,SEM,KNOWING BODY/GLOWING MIND
1609953,202410,Fall Semester 2023,10053,COMP,450,001,LEC,ALGORITHMIC ROBOTICS
1609953,202410,Fall Semester 2023,15191,LING,216,001,LEC,WORDS IN ENGLISH
1609953,202410,Fall Semester 2023,14634,COMP,442,001,LEC,REINFORCEMENT LEARNING
1609953,202410,Fall Semester 2023,11951,COMP,417,001,LEC,ADVANCED OPERATING SYSTEMS
1611006,202410,Fall Semester 2023,12636,CHBE,403,002,LL,DESIGN FUNDAMENTALS
1611006,202410,Fall Semester 2023,16070,CHBE,443,002,LL,CHEMICAL ENGINEERING LAB III
1611006,202410,Fall Semester 2023,14298,LPAP,170,005,ACT,YOGA
1611006,202410,Fall Semester 2023,13499,CHBE,470,002,LEC,PROCESS DYNAMICS & CONTROL
1611006,202410,Fall Semester 2023,16363,MSNE,477,001,LL,ENERGY TRANSITION
1611063,202410,Fall Semester 2023,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1611063,202410,Fall Semester 2023,11903,CEVE,471,001,LEC,SOIL MECHANICS AND FOUNDATIONS
1611063,202410,Fall Semester 2023,11975,CEVE,431,001,LEC,REINFORCED CONCRETE BUILDINGS
1611063,202410,Fall Semester 2023,11972,CEVE,432,001,LAB,CONCRETE & STEEL LABORATORY
1611063,202410,Fall Semester 2023,11954,CEVE,472,001,LAB,SOIL MECHANICS LABORATORY
1611792,202410,Fall Semester 2023,11147,NEUR,310,001,RES,IND RES FOR NEUR UNDERGRADS
1611792,202410,Fall Semester 2023,15622,LPAP,138,002,ACT,INTRO TO SALSA/MAMBO & CHA CHA
1611792,202410,Fall Semester 2023,13697,BIOS,122,002,LEC,BIOLOGY FOR VOTERS
1611792,202410,Fall Semester 2023,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
1611792,202410,Fall Semester 2023,10111,KINE,300,001,LL,HUMAN ANATOMY WITH LAB
