PERSON_IDENTIFIER,TERM_DESC,CRN,SUBJ_CODE,CRSE_NUMB,SECTION,SCHEDULE_TYPE,TITLE
50,Fall Semester 2022,10501,MUSI,338,015,STU,CHAMBER MUSIC - UG
50,Fall Semester 2022,11017,MUSI,341,002,STU,JUNIOR RECITAL
50,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
50,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
50,Fall Semester 2022,10379,MUSI,339,005,STU,UG ORCHESTRAL REP
50,Fall Semester 2022,10142,MUSI,453,001,STU,OBOE FOR MAJORS
50,Fall Semester 2022,10299,GLHT,201,001,LEC,INTRO TO GLOBAL HEALTH
51,Fall Semester 2022,10502,MUSI,338,016,STU,CHAMBER MUSIC - UG
51,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
51,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
51,Fall Semester 2022,10453,MUSI,491,004,STU,VIOLIN FOR MAJORS
51,Fall Semester 2022,14262,FREN,301,001,SEM,ADV GRAM & LIT & CULTURAL APP
51,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
52,Fall Semester 2022,10502,MUSI,338,016,STU,CHAMBER MUSIC - UG
52,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
52,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
52,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
52,Fall Semester 2022,10128,MUSI,311,001,LEC,THEORETICAL STUDIES III
52,Fall Semester 2022,10453,MUSI,491,004,STU,VIOLIN FOR MAJORS
52,Fall Semester 2022,11601,SOCI,101,004,LEC,INTRODUCTION TO SOCIOLOGY
53,Fall Semester 2022,10502,MUSI,338,016,STU,CHAMBER MUSIC - UG
53,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
53,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
53,Fall Semester 2022,10454,MUSI,493,002,STU,VIOLA FOR MAJORS
53,Fall Semester 2022,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
53,Fall Semester 2022,12317,BIOS,204,001,LL,COMMUNITY GARDEN
53,Fall Semester 2022,14299,BUSI,305,003,LEC,FINANCIAL ACCOUNTING
54,Fall Semester 2022,10502,MUSI,338,016,STU,CHAMBER MUSIC - UG
54,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
54,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
54,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
54,Fall Semester 2022,10128,MUSI,311,001,LEC,THEORETICAL STUDIES III
54,Fall Semester 2022,11178,MUSI,495,003,STU,VIOLONCELLO FOR MAJORS
54,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
55,Fall Semester 2022,10504,MUSI,338,018,STU,CHAMBER MUSIC - UG
55,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
55,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
55,Fall Semester 2022,10299,GLHT,201,001,LEC,INTRO TO GLOBAL HEALTH
55,Fall Semester 2022,10451,MUSI,491,002,STU,VIOLIN FOR MAJORS
55,Fall Semester 2022,14190,SOCI,310,001,LEC,URBAN SOCIOLOGY
56,Fall Semester 2022,10505,MUSI,338,019,STU,CHAMBER MUSIC - UG
56,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
56,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
56,Fall Semester 2022,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
56,Fall Semester 2022,10452,MUSI,491,003,STU,VIOLIN FOR MAJORS
56,Fall Semester 2022,10707,CHEM,213,005,SEM,ORGANIC CHEM DISCUSSION I
56,Fall Semester 2022,10718,HEAL,103,002,LEC,NUTRITION
56,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
56,Fall Semester 2022,13284,MUSI,281,003,STU,SECONDARY PIANO
57,Fall Semester 2022,10505,MUSI,338,019,STU,CHAMBER MUSIC - UG
57,Fall Semester 2022,13284,MUSI,281,003,STU,SECONDARY PIANO
57,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
57,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
57,Fall Semester 2022,10377,MUSI,339,003,STU,UG ORCHESTRAL REP
57,Fall Semester 2022,10455,MUSI,495,002,STU,VIOLONCELLO FOR MAJORS
58,Fall Semester 2022,10505,MUSI,338,019,STU,CHAMBER MUSIC - UG
58,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
58,Fall Semester 2022,10024,POLI,211,001,LEC,INTRO TO INTERNAT'L RELATIONS
58,Fall Semester 2022,10448,MUSI,481,002,STU,PIANO FOR MAJORS
58,Fall Semester 2022,11024,MUSI,341,011,STU,JUNIOR RECITAL
58,Fall Semester 2022,13485,PHIL,373,001,LEC,PHILOSOPHY OF LAW
58,Fall Semester 2022,14197,POLI,238,001,LEC,ELECTIONS 2022
59,Fall Semester 2022,10506,MUSI,338,020,STU,CHAMBER MUSIC - UG
59,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
59,Fall Semester 2022,10376,MUSI,339,002,STU,UG ORCHESTRAL REP
59,Fall Semester 2022,10154,MUSI,493,001,STU,VIOLA FOR MAJORS
59,Fall Semester 2022,11275,MUSI,281,002,STU,SECONDARY PIANO
59,Fall Semester 2022,13952,KORE,263,001,LEC,SECOND YEAR KOREAN I
60,Fall Semester 2022,10506,MUSI,338,020,STU,CHAMBER MUSIC - UG
60,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
60,Fall Semester 2022,10283,MUSI,231,001,LL,AURAL SKILLS & PERFORM TECH I
60,Fall Semester 2022,10123,MUSI,211,001,LEC,THEORY I
60,Fall Semester 2022,10451,MUSI,491,002,STU,VIOLIN FOR MAJORS
60,Fall Semester 2022,11275,MUSI,281,002,STU,SECONDARY PIANO
60,Fall Semester 2022,14190,SOCI,310,001,LEC,URBAN SOCIOLOGY
61,Fall Semester 2022,10506,MUSI,338,020,STU,CHAMBER MUSIC - UG
61,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
61,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
61,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
61,Fall Semester 2022,10154,MUSI,493,001,STU,VIOLA FOR MAJORS
61,Fall Semester 2022,10128,MUSI,311,001,LEC,THEORETICAL STUDIES III
61,Fall Semester 2022,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
61,Fall Semester 2022,11275,MUSI,281,002,STU,SECONDARY PIANO
62,Fall Semester 2022,10506,MUSI,338,020,STU,CHAMBER MUSIC - UG
62,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
62,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
62,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
62,Fall Semester 2022,10155,MUSI,495,001,STU,VIOLONCELLO FOR MAJORS
62,Fall Semester 2022,10128,MUSI,311,001,LEC,THEORETICAL STUDIES III
63,Fall Semester 2022,10506,MUSI,338,020,STU,CHAMBER MUSIC - UG
63,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
63,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
63,Fall Semester 2022,10378,MUSI,339,004,STU,UG ORCHESTRAL REP
63,Fall Semester 2022,10156,MUSI,497,001,STU,DOUBLE BASS FOR MAJORS
63,Fall Semester 2022,10062,MATH,425,001,LEC,INTEGRATION THEORY
63,Fall Semester 2022,12181,MATH,356,001,LEC,ABSTRACT ALGEBRA I
64,Fall Semester 2022,10507,MUSI,338,021,STU,CHAMBER MUSIC - UG
64,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
64,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
64,Fall Semester 2022,10144,MUSI,457,001,STU,BASSOON FOR MAJORS
64,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
64,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
65,Fall Semester 2022,10507,MUSI,338,021,STU,CHAMBER MUSIC - UG
65,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
65,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
65,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
65,Fall Semester 2022,10380,MUSI,339,006,STU,UG ORCHESTRAL REP
65,Fall Semester 2022,10145,MUSI,461,001,STU,HORN FOR MAJORS
65,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
66,Fall Semester 2022,10507,MUSI,338,021,STU,CHAMBER MUSIC - UG
66,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
66,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
66,Fall Semester 2022,10143,MUSI,455,001,STU,CLARINET FOR MAJORS
66,Fall Semester 2022,10283,MUSI,231,001,LL,AURAL SKILLS & PERFORM TECH I
66,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
67,Fall Semester 2022,10507,MUSI,338,021,STU,CHAMBER MUSIC - UG
67,Fall Semester 2022,11017,MUSI,341,002,STU,JUNIOR RECITAL
67,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
67,Fall Semester 2022,10139,MUSI,421,001,LEC,THE MODERN ERA
67,Fall Semester 2022,10379,MUSI,339,005,STU,UG ORCHESTRAL REP
67,Fall Semester 2022,10142,MUSI,453,001,STU,OBOE FOR MAJORS
67,Fall Semester 2022,13697,BIOS,122,002,LEC,BIOLOGY FOR VOTERS
68,Fall Semester 2022,10508,MUSI,338,022,STU,CHAMBER MUSIC - UG
68,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
68,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
68,Fall Semester 2022,10377,MUSI,339,003,STU,UG ORCHESTRAL REP
68,Fall Semester 2022,10155,MUSI,495,001,STU,VIOLONCELLO FOR MAJORS
68,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
69,Fall Semester 2022,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
69,Fall Semester 2022,11376,BUSI,305,002,LEC,FINANCIAL ACCOUNTING
69,Fall Semester 2022,14301,BUSI,420,001,LL,LEADERSHIP AND TEAMS
69,Fall Semester 2022,13486,BUSI,421,001,LEC,"POWER, INFLUENCE & ORG CHANGE"
69,Fall Semester 2022,14197,POLI,238,001,LEC,ELECTIONS 2022
70,Fall Semester 2022,10655,PHYS,103,004,SEM,MECHANICS DISCUSSION
70,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
70,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
70,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
70,Fall Semester 2022,14291,FREN,307,001,SEM,FRENCH CULTURAL IDENTITY I
70,Fall Semester 2022,14704,FWIS,141,002,SEM,TECHNOLOGIES OF TASTE
71,Fall Semester 2022,10660,PHYS,103,009,SEM,MECHANICS DISCUSSION
71,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
71,Fall Semester 2022,10512,FILM,280,001,SEM,HISTORY & AESTHETICS OF FILM
71,Fall Semester 2022,10646,GERM,301,001,LEC,THIRD YEAR GERMAN I
71,Fall Semester 2022,11324,MATH,102,S01,LEC,SINGLE VARIABLE CALCULUS II
72,Fall Semester 2022,10661,PHYS,103,010,SEM,MECHANICS DISCUSSION
72,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
72,Fall Semester 2022,10024,POLI,211,001,LEC,INTRO TO INTERNAT'L RELATIONS
72,Fall Semester 2022,11324,MATH,102,S01,LEC,SINGLE VARIABLE CALCULUS II
72,Fall Semester 2022,14360,ASIA,243,001,LEC,PREMODERN CHINA
72,Fall Semester 2022,14704,FWIS,141,002,SEM,TECHNOLOGIES OF TASTE
73,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
73,Fall Semester 2022,11325,PHYS,103,015,SEM,MECHANICS DISCUSSION
73,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
73,Fall Semester 2022,11324,MATH,102,S01,LEC,SINGLE VARIABLE CALCULUS II
73,Fall Semester 2022,12758,FWIS,100,005,SEM,INTRO TO ACADEMIC WRITING
73,Fall Semester 2022,14214,MSNE,201,001,LEC,INTRO TO NANOTECH FOR ENGR
74,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
74,Fall Semester 2022,11325,PHYS,103,015,SEM,MECHANICS DISCUSSION
74,Fall Semester 2022,10056,MATH,102,S03,LEC,SINGLE VARIABLE CALCULUS II
74,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
74,Fall Semester 2022,13894,ANTH,317,001,SEM,REVOLUTIONS AND UTOPIAS
74,Fall Semester 2022,14795,FWIS,153,001,SEM,INTRODUCTION TO INFINITY
75,Fall Semester 2022,10700,JAPA,141,002,LEC,FIRST YEAR JAPANESE I
75,Fall Semester 2022,11361,ARCH,225,001,LEC,INTRO ARCHITECTURAL THINKING
75,Fall Semester 2022,11989,CEVE,211,001,LEC,ENGINEERING MECHANICS
75,Fall Semester 2022,13982,ENGL,300,002,SEM,PRACTICES OF LITERARY STUDY
75,Fall Semester 2022,14302,HART,118,001,LEC,GLOBAL ARCHITECTURE HIST I
76,Fall Semester 2022,11011,CHEM,123,001,LAB,GENERAL CHEMISTRY LAB I
76,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
76,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
76,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
76,Fall Semester 2022,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
77,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
77,Fall Semester 2022,10060,MATH,355,001,LEC,LINEAR ALGEBRA
77,Fall Semester 2022,10924,COMP,409,001,LEC,ADV LOGIC IN COMPUTER SCIENCE
77,Fall Semester 2022,14319,COLL,128,001,LEC,THE ART OF LAZY PROGRAMMING
77,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
78,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
78,Fall Semester 2022,10133,MUSI,340,001,STU,RICE SYMPHONIC BAND
78,Fall Semester 2022,10225,MUSI,415,001,LL,BAND ARRANGING
78,Fall Semester 2022,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
78,Fall Semester 2022,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
79,Fall Semester 2022,11280,MUSI,441,031,STU,SENIOR RECITAL
79,Fall Semester 2022,12788,MUSI,338,002,STU,CHAMBER MUSIC - UG
79,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
79,Fall Semester 2022,10380,MUSI,339,006,STU,UG ORCHESTRAL REP
79,Fall Semester 2022,10145,MUSI,461,001,STU,HORN FOR MAJORS
79,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
79,Fall Semester 2022,13697,BIOS,122,002,LEC,BIOLOGY FOR VOTERS
80,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
80,Fall Semester 2022,11375,BUSI,305,001,LEC,FINANCIAL ACCOUNTING
80,Fall Semester 2022,11945,BUSI,461,001,LEC,FINANCING THE STARTUP VENTURE
80,Fall Semester 2022,12881,ECON,200,002,LL,MICROECONOMICS
80,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
81,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
81,Fall Semester 2022,12785,DSCI,101,001,LL,INTRO TO DATA SCIENCE
81,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
81,Fall Semester 2022,12907,FWIS,100,013,SEM,INTRO TO ACADEMIC WRITING
81,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
82,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
82,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
82,Fall Semester 2022,12912,FWIS,130,002,SEM,WRITING EVERYDAY LIFE
82,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
82,Fall Semester 2022,14632,JAPA,263,003,LEC,SECOND YEAR JAPANESE I
83,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
83,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
83,Fall Semester 2022,11529,FWIS,100,004,SEM,INTRO TO ACADEMIC WRITING
83,Fall Semester 2022,10222,BUSI,296,001,LEC,BUSINESS COMMUNICATION
83,Fall Semester 2022,14110,SMGT,260,002,LEC,INTRO TO SPORT MANAGEMENT
84,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
84,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
84,Fall Semester 2022,10223,BUSI,296,002,LEC,BUSINESS COMMUNICATION
84,Fall Semester 2022,10718,HEAL,103,002,LEC,NUTRITION
84,Fall Semester 2022,14004,HIST,117,001,LEC,EARLY AMERICA
85,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
85,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
85,Fall Semester 2022,10222,BUSI,296,001,LEC,BUSINESS COMMUNICATION
85,Fall Semester 2022,10646,GERM,301,001,LEC,THIRD YEAR GERMAN I
85,Fall Semester 2022,12223,FWIS,102,001,SEM,BLIND SPOTS
86,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
86,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
86,Fall Semester 2022,10402,UNIV,110,003,SEM,FIRST YEAR FOUNDATIONS
86,Fall Semester 2022,10310,BUSI,310,002,LEC,LEADING IN ORGANIZATIONS
86,Fall Semester 2022,10740,FWIS,100,002,SEM,INTRO TO ACADEMIC WRITING
86,Fall Semester 2022,14720,LEAD,260,003,LEC,ADVOCATING FOR CHANGE
87,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
87,Fall Semester 2022,12880,ECON,100,004,LEC,PRINCIPLES OF ECONOMICS
87,Fall Semester 2022,10310,BUSI,310,002,LEC,LEADING IN ORGANIZATIONS
87,Fall Semester 2022,11943,BUSI,220,001,LAB,LILIE DESIGN THINKING
87,Fall Semester 2022,12758,FWIS,100,005,SEM,INTRO TO ACADEMIC WRITING
88,Fall Semester 2022,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
88,Fall Semester 2022,10074,PHYS,111,S01,LL,HONORS MECHANICS (WITH LAB)
88,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
88,Fall Semester 2022,14015,HIST,373,001,LEC,19TH C SOC/POLITICAL THOUGHT
89,Fall Semester 2022,12162,CHIN,401,001,LEC,FOURTH YEAR CHINESE I
90,Fall Semester 2022,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
90,Fall Semester 2022,10074,PHYS,111,S01,LL,HONORS MECHANICS (WITH LAB)
90,Fall Semester 2022,12948,ANTH,200,003,LEC,INTRO TO STUDY OF LANGUAGE
90,Fall Semester 2022,14274,CAAM,210,006,LL,INTRO TO ENG COMPUTATION
90,Fall Semester 2022,14795,FWIS,153,001,SEM,INTRODUCTION TO INFINITY
91,Fall Semester 2022,13221,CHEM,123,004,LAB,GENERAL CHEMISTRY LAB I
91,Fall Semester 2022,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
91,Fall Semester 2022,13200,BIOS,118,002,SEM,FIRST-YEAR SEMINAR (BCBG)
91,Fall Semester 2022,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
91,Fall Semester 2022,13297,HEAL,119,001,LEC,INTRO TO HEALTH & WELLNESS
91,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
91,Fall Semester 2022,14703,FWIS,141,001,SEM,TECHNOLOGIES OF TASTE
92,Fall Semester 2022,13284,MUSI,281,003,STU,SECONDARY PIANO
92,Fall Semester 2022,10130,MUSI,321,001,LEC,BAROQUE & EARLY CLASSICAL ERAS
92,Fall Semester 2022,10131,MUSI,331,001,LL,AURAL SKILLS & PERF TECH III
92,Fall Semester 2022,10132,MUSI,337,001,STU,UNDERGRADUATE ORCHESTRA
92,Fall Semester 2022,10380,MUSI,339,006,STU,UG ORCHESTRAL REP
92,Fall Semester 2022,10145,MUSI,461,001,STU,HORN FOR MAJORS
92,Fall Semester 2022,10128,MUSI,311,001,LEC,THEORETICAL STUDIES III
92,Fall Semester 2022,13697,BIOS,122,002,LEC,BIOLOGY FOR VOTERS
93,Fall Semester 2022,13322,CHEM,123,007,LAB,GENERAL CHEMISTRY LAB I
93,Fall Semester 2022,12179,MATH,101,S05,LEC,SINGLE VARIABLE CALCULUS I
93,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
93,Fall Semester 2022,12695,PSYC,203,003,LEC,INTRO TO COGNITIVE PSYCHOLOGY
93,Fall Semester 2022,13522,FWIS,180,001,SEM,WRITING FOR SOCIAL JUSTICE
93,Fall Semester 2022,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
94,Fall Semester 2022,14271,CAAM,210,003,LL,INTRO TO ENG COMPUTATION
94,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
94,Fall Semester 2022,11601,SOCI,101,004,LEC,INTRODUCTION TO SOCIOLOGY
94,Fall Semester 2022,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
94,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
95,Fall Semester 2022,14379,CHEM,121,S04,LL,GENERAL CHEMISTRY I
95,Fall Semester 2022,11012,CHEM,123,005,LAB,GENERAL CHEMISTRY LAB I
95,Fall Semester 2022,11763,FWIS,100,009,SEM,INTRO TO ACADEMIC WRITING
95,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
95,Fall Semester 2022,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
96,Fall Semester 2022,14379,CHEM,121,S04,LL,GENERAL CHEMISTRY I
96,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
96,Fall Semester 2022,13221,CHEM,123,004,LAB,GENERAL CHEMISTRY LAB I
96,Fall Semester 2022,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
96,Fall Semester 2022,13442,HART,352,001,SEM,BLACK CONTEMPORARY ART
96,Fall Semester 2022,14795,FWIS,153,001,SEM,INTRODUCTION TO INFINITY
97,Fall Semester 2022,14379,CHEM,121,S04,LL,GENERAL CHEMISTRY I
97,Fall Semester 2022,10617,NSCI,120,003,LAB,INTR SCIENTIFIC RES CHALLENGES
97,Fall Semester 2022,14155,MATH,101,S04,LEC,SINGLE VARIABLE CALCULUS I
97,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
97,Fall Semester 2022,13537,FWIS,174,001,SEM,SOUNDING THE CITY
97,Fall Semester 2022,13322,CHEM,123,007,LAB,GENERAL CHEMISTRY LAB I
98,Fall Semester 2022,14379,CHEM,121,S04,LL,GENERAL CHEMISTRY I
98,Fall Semester 2022,11012,CHEM,123,005,LAB,GENERAL CHEMISTRY LAB I
98,Fall Semester 2022,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
98,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
98,Fall Semester 2022,13999,FWIS,132,001,SEM,SLAVERY ON FILM
98,Fall Semester 2022,14730,SOCI,101,005,LEC,INTRODUCTION TO SOCIOLOGY
99,Fall Semester 2022,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
99,Fall Semester 2022,11939,MECH,202,001,LEC,MECHANICS/STATICS
99,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
99,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
99,Fall Semester 2022,13900,ANTH,363,001,LEC,ARCHAEOLOGY CITIES AND STATE
100,Fall Semester 2022,15016,MUSI,181,002,STU,PIANO FOR NON-MAJORS
100,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
100,Fall Semester 2022,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
100,Fall Semester 2022,14251,ARAB,301,001,LEC,THIRD YEAR ARABIC I
100,Fall Semester 2022,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
101,Fall Semester 2022,15016,MUSI,181,002,STU,PIANO FOR NON-MAJORS
101,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
101,Fall Semester 2022,11986,COMP,414,001,LEC,"ALGORITHMS, COMPLEX. & APPROX"
101,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
101,Fall Semester 2022,14606,ELEC,477,001,LEC,QUANTUM COMPUTING WITH QISKIT
102,Fall Semester 2022,15052,MUSI,181,003,STU,PIANO FOR NON-MAJORS
102,Fall Semester 2022,11151,CHEM,330,001,LEC,ANALYTICAL CHEMISTRY
102,Fall Semester 2022,12162,CHIN,401,001,LEC,FOURTH YEAR CHINESE I
102,Fall Semester 2022,12321,BIOS,211,004,LAB,EXPERIMENTAL BIOSCIENCES
102,Fall Semester 2022,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
103,Fall Semester 2022,15052,MUSI,181,003,STU,PIANO FOR NON-MAJORS
104,Fall Semester 2022,15052,MUSI,181,003,STU,PIANO FOR NON-MAJORS
104,Fall Semester 2022,14928,SPAN,356,001,LEC,UNDERSTANDING CENTRAL AMERICA
104,Fall Semester 2022,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
104,Fall Semester 2022,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
104,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
105,Fall Semester 2022,15052,MUSI,181,003,STU,PIANO FOR NON-MAJORS
