CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
11687,202310,ECON,299,001,Economics,School of Social Sciences,Economics,12,0, -   TBA TBA,EXPERIENTIAL EDUC IN ECONOMICS,,,,"Pai, Mallesh M.",No Final Exam
12250,202310,ECON,320,001,Economics,School of Social Sciences,Economics,13,50,10:50AM - 12:05PM TR BKH 229,EVALUATION OF SOCIAL PROGRAMS,,,,"Heath, Katelyn M.",No Final Exam
12251,202310,ECON,483,001,Economics,School of Social Sciences,Economics,45,49,04:00PM - 06:30PM M KRF 110,PUBLIC ECONOMICS: TAXATION,,,,"Barro, Jorge A.",Scheduled Final Exam-OTR Room
12878,202310,ECON,100,002,Economics,School of Social Sciences,Economics,150,165,01:00PM - 02:15PM TR HRG 100,PRINCIPLES OF ECONOMICS,,,,"DeNicco, James P.",Scheduled Online Final Exam
12879,202310,ECON,100,003,Economics,School of Social Sciences,Economics,93,165,02:00PM - 03:15PM MW HRG 100,PRINCIPLES OF ECONOMICS,,,,"DeNicco, James P.",Scheduled Online Final Exam
12880,202310,ECON,100,004,Economics,School of Social Sciences,Economics,63,165,04:00PM - 05:15PM MW HRG 100,PRINCIPLES OF ECONOMICS,,,,"DeNicco, James P.",Scheduled Online Final Exam
12881,202310,ECON,200,002,Economics,School of Social Sciences,Economics,22,0,"01:00PM - 02:15PM TR SEW 305, 01:00PM - 01:50PM W FULLY ONLINE",MICROECONOMICS,63,125,ZJ,"Brown, James N.",Scheduled Final Exam-OTR Room
12882,202310,ECON,203,002,Economics,School of Social Sciences,Economics,26,75,01:00PM - 02:15PM TR KRF 125,MACROECONOMICS,,,,"Carlton, Amelie B.",Take-Home Exam
12883,202310,ECON,441,001,Economics,School of Social Sciences,Economics,4,30,01:00PM - 02:15PM TR KRF 102,EMPIRICAL METHODS FOR IO,,,,"Coughlin, Maura A.",No Final Exam
12884,202310,ECON,485,001,Economics,School of Social Sciences,Economics,29,30,08:00AM - 09:15AM MW BKH 116,"ECON, CONSERVATION & PANDEMICS",,,,"Loch-Temzelides, Ted P.",No Final Exam
12885,202310,ECON,497,001,Economics,School of Social Sciences,Economics,1,30,10:50AM - 12:05PM TR KRF 102,RESEARCH IN ECONOMETRICS,,,,"Tang, Xun",Scheduled Final Exam-OTR Room
13512,202310,ECON,205,002,Economics,School of Social Sciences,Economics,8,50,06:30PM - 09:00PM T KRF 110,INTRODUCTION TO GAME THEORY,,,,"Dudey, Marc P.",Take-Home Exam
13513,202310,ECON,435,002,Economics,School of Social Sciences,Economics,3,30,06:30PM - 09:00PM R KRF 120,INDUSTRIAL ORGANIZATION,,,,"Dudey, Marc P.",Take-Home Exam
13515,202310,ECON,481,002,Economics,School of Social Sciences,Economics,30,30,09:25AM - 10:40AM TR KRF 110,HEALTH ECONOMICS,,,,"Ho, Vivian",Scheduled Final Exam-OTR Room
13299,202310,ECON,209,001,Economics,School of Social Sciences,Economics,2,20,"01:00PM - 02:15PM TR KRF 120, 07:00PM - 08:15PM T SEW 207",APPLIED ECONOMETRICS,,,,"Brown, Bryan W.",Scheduled Final Exam-OTR Room
13300,202310,ECON,209,002,Economics,School of Social Sciences,Economics,12,20,"10:00AM - 10:50AM MWF KCK 100, 06:00PM - 06:50PM M RYN 102",APPLIED ECONOMETRICS,49,80,ZC,"Kong, Yunmi",Scheduled Final Exam-OTR Room
13301,202310,ECON,209,004,Economics,School of Social Sciences,Economics,11,20,"10:00AM - 10:50AM MWF KCK 100, 07:00PM - 07:50PM M RYN 102",APPLIED ECONOMETRICS,49,80,ZC,"Kong, Yunmi",Scheduled Final Exam-OTR Room
13302,202310,ECON,209,003,Economics,School of Social Sciences,Economics,19,20,"10:00AM - 10:50AM MWF KCK 100, 06:00PM - 06:50PM W RYN 102",APPLIED ECONOMETRICS,49,80,ZC,"Kong, Yunmi",Scheduled Final Exam-OTR Room
13303,202310,ECON,209,005,Economics,School of Social Sciences,Economics,7,20,"10:00AM - 10:50AM MWF KCK 100, 07:00PM - 07:50PM W RYN 102",APPLIED ECONOMETRICS,49,80,ZC,"Kong, Yunmi",Scheduled Final Exam-OTR Room
13973,202310,ECON,450,001,Economics,School of Social Sciences,Economics,22,30,05:15PM - 06:30PM TR KRF 105,ECONOMIC DEVELOPMENT,,,,"Calvi, Rossella",Take-Home Exam
11592,202310,EDUC,304,001,Education,School of Continuing Studies,Education,18,10,06:00PM - 09:05PM W KRF 125,"RACE, CLASS, GENDER IN EDUC",24,16,8I,"Crear, Shelah F.",Take-Home Exam
12307,202310,EDUC,305,001,Education,School of Continuing Studies,Education,6,15,06:00PM - 09:00PM T ACC 110,EDUCATIONAL PSYCHOLOGY,17,20,0L,"Radigan, Judy A.",Take-Home Exam
13327,202310,EDUC,345,001,Education,School of Continuing Studies,Education,1,20,06:00PM - 09:00PM R ACC 110,EDUC TECH & DIGITAL LRNING,8,30,3S,"Doke, Barrett",Take-Home Exam
13254,202310,EEPS,481,006,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Dee, Sylvia G.",No Final Exam
13258,202310,EEPS,110,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,35,65,11:00AM - 11:50AM MWF KWG 100,"EARTH, ENVIRONMENT, & SOCIETY",,,,"He, Zhuoya",Scheduled Final Exam-OTR Room
13260,202310,EEPS,403,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,2,65,12:00PM - 12:50PM F KWG 100,SEMINAR: DEPARTMENT  RESEARCH,24,130,3E,"Lee, Cin-Ty A.",No Final Exam
13262,202310,EEPS,322,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,4,19,"10:00AM - 10:50AM MWF KWG 128, 01:00PM - 03:50PM T KWG 128",EARTH AND PLANETARY MATERIALS,,,,"Lee, Cin-Ty A.",Scheduled Final Exam-OTR Room
13263,202310,EEPS,321,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,7,19,"11:00AM - 11:50AM MWF KWG 128, 01:00PM - 03:50PM R KWG 128",EARTH AND PLANETARY SURFACES,,,,"Torres, Mark A.",Take-Home Exam
13267,202310,EEPS,481,017,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Siebach, Kirsten L.",No Final Exam
13268,202310,EEPS,481,019,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Yeung, Laurence",No Final Exam
13270,202310,EEPS,481,021,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Torres, Mark A.",No Final Exam
14226,202310,EEPS,109,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,31,65,10:50AM - 12:05PM TR KWG 100,OCEANOGRAPHY,,,,"He, Zhuoya",Scheduled Final Exam-OTR Room
13354,202310,EEPS,418,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,3,19,09:25AM - 10:40AM TR KWG 128,ISOTOPE GEOCHEMISTRY,5,38,3F,"Yeung, Laurence",Scheduled Final Exam-OTR Room
13377,202310,EEPS,401,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,5,19, -   TBA TBA,SEM: UG HONORS THESIS,,,,"Torres, Mark A.",No Final Exam
13386,202310,EEPS,114,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,9,19,04:00PM - 04:50PM T KWG 100,DISCOVERIES IN EEPS SEMINAR,,,,"Morgan, Julia K.",No Final Exam
13668,202310,EEPS,111,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,66,65,09:25AM - 10:40AM TR KWG 100,INHABITING PLANET EARTH,,,,"Siebach, Kirsten L.",Scheduled Online Final Exam
14943,202310,EEPS,477,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,5,10,04:00PM - 05:15PM MW HRG 129,NATURE-BASED CARBON SEQUESTRAT,8,10,1W,"Masiello, Caroline A.",Scheduled Final Exam-OTR Room
13965,202310,EEPS,116,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,27,65,10:00AM - 10:50AM MWF KWG 100,EARTH AND THE SOLAR SYSTEM,,,,"Levander, Alan R.",Scheduled Final Exam-OTR Room
13966,202310,EEPS,433,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,7,25,10:50AM - 12:05PM TR GRW 160A,CLIMATE DYNAMICS,19,25,1J,"Dee, Sylvia G.",Scheduled Final Exam-OTR Room
13968,202310,EEPS,435,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,6,19,02:30PM - 03:45PM TR SST 106,REMOTE SENSING,15,19,1N,"Siebach, Kirsten L.",Scheduled Final Exam-OTR Room
13972,202310,EEPS,481,009,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Lee, Cin-Ty A.",No Final Exam
14396,202310,EEPS,437,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,6,65,01:00PM - 01:50PM MWF KWG 100,EARTH'S NATURAL RESOURCES,14,65,3M,"Lee, Cin-Ty A.",Scheduled Final Exam-OTR Room
10017,202310,ELEC,241,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,58,68,11:00AM - 11:50AM MWF DCH 1070,FUND ELECTRICAL ENGINEERING I,,,,"Johnson, Don H.",Take-Home Exam
10018,202310,ELEC,261,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,60,68,02:00PM - 03:15PM MW HRZ 212,INTRO PHYSICAL ELECTRONICS I,,,,"Zhao, Yuji",Scheduled Final Exam-OTR Room
10019,202310,ELEC,326,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,38,73,10:50AM - 12:05PM TR DCH 1070,DIGITAL LOGIC DESIGN,43,73,I8,"Varman, Peter J.",Scheduled Final Exam-OTR Room
10233,202310,ELEC,450,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,25,01:00PM - 02:15PM TR DCH 1064,ALGORITHMIC ROBOTICS,38,50,08,"Kavraki, Lydia E.",Scheduled Final Exam-OTR Room
10235,202310,ELEC,303,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,34,60,09:25AM - 10:40AM TR DCH 1070,RANDOM SIGNALS,,,,"Uribe, Cesar A.",Scheduled Final Exam-OTR Room
10251,202310,ELEC,494,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,34,0,08:30AM - 09:50AM MWF MXF 251,SENIOR DESIGN,,,,"Woods, Gary L.",No Final Exam
10870,202310,ELEC,491,005,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,3,0, -   TBA TBA,NEXT-GEN WEARABLES,3,0,0G,"Sabharwal, Ashutosh",No Final Exam
10918,202310,ELEC,491,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,3,0, -   TBA TBA,PARALLEL HARDWARE APPLICATIONS,3,0,3R,"Cavallaro, Joseph",No Final Exam
11136,202310,ELEC,240,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,33,50,03:30PM - 06:00PM W RYN B10,FUND EE I LAB,,,,"Woods, Gary L.",No Final Exam
11953,202310,ELEC,434,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,2,29,03:00PM - 05:30PM F DCH 1075,ADV H-S SYSTEM DESIGN,8,29,1S,"Tran, Thanh T.",Scheduled Final Exam-OTR Room
11676,202310,ELEC,460,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,4,15,02:00PM - 03:15PM MW BRK 103,PHYSICS OF SENSORS,11,15,5J,"Kelly, Kevin F.",No Final Exam
11698,202310,ELEC,301,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,33,0,01:00PM - 02:15PM TR DCH 1046,"SIGNALS, SYSTEMS, AND LEARNING",,,,"Saragadam Raja Venkata, Vishwanath",Take-Home Exam
11699,202310,ELEC,240,003,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,23,50,03:30PM - 06:00PM T RYN B10,FUND EE I LAB,,,,"Woods, Gary L.",No Final Exam
11705,202310,ELEC,425,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,19,250,10:50AM - 12:05PM TR HRZ AMP,COMPUTER SYSTEMS ARCHITECTURE,206,250,10,"Simar, Ray",Take-Home Exam
11733,202310,ELEC,483,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,4,19,10:50AM - 12:05PM TR BRC 286,NEURAL SIGNAL PROCESSING,14,35,18,"Dutta, Shayok",No Final Exam
12236,202310,ELEC,430,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,20,04:00PM - 06:30PM T KCK 107,MODERN COMM. THEORY & PRACTICE,6,20,4L,"Doost-Mohammady, Abdul R.",No Final Exam
12252,202310,ELEC,491,008,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,4,0, -   TBA TBA,RICE ELECTRIC VEHICLE,4,0,0W,"Woods, Gary L.",No Final Exam
12733,202310,ELEC,478,002,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,51,150,02:30PM - 03:45PM TR HRZ AMP,INTRO TO MACHINE LEARNING,96,150,1E,"Allen, Genevera I.",Take-Home Exam
12889,202310,ELEC,424,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,21,40,02:30PM - 03:45PM MW HRG 129,MOBILE & EMBEDDED SYSTEM,47,40,00,"Young, Joseph D.",No Final Exam
14233,202310,ELEC,411,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,9,20,04:00PM - 05:15PM MW DCH 1075,MICROWAVE ENGINEERING,20,40,4J,"Chi, Taiyun",Take-Home Exam
13637,202310,ELEC,365,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,7,15,04:00PM - 05:15PM TR SEW 307,NANOMATERIALS FOR ENERGY,10,30,D8,"Kapusta, Sergio D.",Take-Home Exam
13691,202310,ELEC,490,009,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Kemere, Caleb T.",No Final Exam
13717,202310,ELEC,220,005,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,48,50,"09:25AM - 10:40AM TR PCF 3, 01:00PM - 02:50PM W PCF 2",FUND COMPUTER ENGINEERING,99,100,XV,"Simar, Ray",Take-Home Exam
13723,202310,ELEC,490,011,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Uribe, Cesar A.",No Final Exam
13761,202310,ELEC,494,002,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,6,0, -   TBA TBA,ECE DATA SCI CAPSTONE PROJECT,,,,"Woods, Gary L.",No Final Exam
13818,202310,ELEC,490,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Veeraraghavan, Ashok",No Final Exam
14926,202310,ELEC,491,012,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,4,0, -   TBA TBA,AUTONOMOUS DRONES,4,0,7A,"Young, Joseph D.",No Final Exam
14606,202310,ELEC,477,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,6,25,09:25AM - 10:40AM TR KCK 102,QUANTUM COMPUTING WITH QISKIT,14,45,6Z,"Chen, Songtao",Take-Home Exam
14661,202310,ELEC,491,010,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,6,0,01:00PM - 02:15PM TR DCH 1070,"RVR:RISCV PCB,FPGA,DSP,ML,LLVM",8,0,4E,"Simar, Ray",No Final Exam
14707,202310,ELEC,220,006,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,51,50,"09:25AM - 10:40AM TR PCF 3, 03:30PM - 05:20PM W PCF 2",FUND COMPUTER ENGINEERING,99,100,XV,"Simar, Ray",Take-Home Exam
14709,202310,ELEC,490,013,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Yang, Kaiyuan",No Final Exam
14861,202310,ELEC,490,014,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Seymour, John",No Final Exam
15015,202310,ELEC,490,015,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,3,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Young, Joseph D.",No Final Exam
14884,202310,ELEC,380,002,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,8,98,02:00PM - 03:15PM MW BRC 282,INTRO TO NEUROENGINEERING,60,98,15,"Kemere, Caleb T.",No Final Exam
15037,202310,ELEC,490,017,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Xie, Chong",No Final Exam
15028,202310,ELEC,490,016,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Knightly, Edward W.",No Final Exam
15084,202310,ELEC,490,018,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,0, -   TBA TBA,UG ELEC ENG'G RES PROJECTS,,,,"Barman, Arko",No Final Exam
10574,202310,EMSP,282,0F1,Emergency Med Studies/Practice,School of Natural Sciences,Kinesiology,17,0,06:00PM - 09:59PM MW BRK 103,ADVANCED EMT,,,,"Herrod, Trent E.",Scheduled Final Exam-OTR Room
10722,202310,EMSP,281,0F1,Emergency Med Studies/Practice,School of Natural Sciences,Kinesiology,22,0,06:00PM - 09:59PM MW BRK 101,EMT-B INTRO TO EMERGENCY CARE,,,,"Gupta, Rohit",Scheduled Final Exam-OTR Room
10364,202310,ENGI,330,001,Engineering,School of Engineering,Engineering Division,44,0, -   TBA TBA,ENGINEERING PRACTICUM,70,0,4R,"Ramos, Renata F.",No Final Exam
10316,202310,ENGI,302,001,Engineering,School of Engineering,Engineering Division,3,40,01:00PM - 02:15PM TR KCK 100,SUSTAINABLE DESIGN,46,50,21,"Blackburn, James B.",Take-Home Exam
10355,202310,ENGI,120,001,Engineering,School of Engineering,Engineering Division,2,24,09:25AM - 10:40AM TR TBA TBA,INTRO TO ENGINEERING DESIGN,5,24,AB,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
10417,202310,ENGI,120,002,Engineering,School of Engineering,Engineering Division,1,24,10:50AM - 12:05PM TR TBA TBA,INTRO TO ENGINEERING DESIGN,3,24,AC,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
10545,202310,ENGI,200,001,Engineering,School of Engineering,Engineering Division,21,30,04:00PM - 06:50PM W OED 114,ENGINEERING DESIGN STUDIO,,,,"Oden, Zillah M.",Scheduled Final Exam-Dept Room
10716,202310,ENGI,100,001,Engineering,School of Engineering,Engineering Division,46,65,02:30PM - 04:15PM T DCC 113,INTRO SPATIAL VISUALIZATION,,,,"Hunter, Deirdre-Annaliese N.",Take-Home Exam
10717,202310,ENGI,100,002,Engineering,School of Engineering,Engineering Division,58,60,03:00PM - 04:45PM W DCC 113,INTRO SPATIAL VISUALIZATION,,,,"Hunter, Deirdre-Annaliese N.",Take-Home Exam
11681,202310,ENGI,301,001,Engineering,School of Engineering,Engineering Division,20,20,08:00PM - 09:15PM TR OED 114,INTRO TO PRACTICAL EE,,,,"Welsh, Erik J.",No Final Exam
12623,202310,ENGI,390,001,Engineering,School of Engineering,Engineering Division,8,12,02:30PM - 03:50PM T MEB 127,ENGINEERING ETHICS,,,,"Brake, Matthew R.",No Final Exam
14250,202310,ENGI,101,001,Engineering,School of Engineering,Engineering Division,13,49,03:00PM - 03:50PM W RZR 119,INTRODUCTION TO ENGINEERING,,,,"Ramos, Renata F.",No Final Exam
13526,202310,ENGI,120,003,Engineering,School of Engineering,Engineering Division,4,24,01:00PM - 02:15PM TR TBA TBA,INTRO TO ENGINEERING DESIGN,8,24,AA,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
13641,202310,ENGI,220,003,Engineering,School of Engineering,Engineering Division,4,4,01:00PM - 02:15PM TR TBA TBA,INTRO TO ENGINEERING DESIGN II,8,24,AA,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
13642,202310,ENGI,220,001,Engineering,School of Engineering,Engineering Division,3,4,09:25AM - 10:40AM TR TBA TBA,INTRO TO ENGINEERING DESIGN II,5,24,AB,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
13643,202310,ENGI,220,002,Engineering,School of Engineering,Engineering Division,2,4,10:50AM - 12:05PM TR TBA TBA,INTRO TO ENGINEERING DESIGN II,3,24,AC,"Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
14734,202310,ENGI,300,001,Engineering,School of Engineering,Engineering Division,5,0, -   TBA TBA,ENGINEERING DESIGN WORKSHOP,,,,"Oden, Zillah M.",Scheduled Final Exam-Dept Room
15044,202310,ENGI,210,004,Engineering,School of Engineering,Engineering Division,28,30,05:30PM - 06:50PM TR TBA TBA,PROTOTYPING & FABRICATION,,,,"Wettergreen, Matthew A.",Scheduled Final Exam-Dept Room
10051,202310,ENGL,300,001,English,School of Humanities,English,16,20,09:25AM - 10:40AM TR HUM 227,PRACTICES OF LITERARY STUDY,,,,"Hennessy, Rosemary",No Final Exam
11925,202310,ENGL,410,001,English,School of Humanities,English,29,35,03:00PM - 05:50PM W HUM 119,SENIOR SEMINAR,,,,"Houlik-Ritchey, Emily M.",No Final Exam
14167,202310,ENGL,210,001,English,School of Humanities,English,14,20,02:00PM - 02:50PM MWF BKH 116,BEGINNINGS: BRIT LIT TO 1800,,,,"Ellenzweig, Sarah",No Final Exam
14189,202310,ENGL,245,001,English,School of Humanities,English,5,25,04:00PM - 05:15PM TR SEW 303,"ART, ANIMALS, ENVIRONMENT",,,,"Wolfe, Cary E.",No Final Exam
12243,202310,ENGL,322,001,English,School of Humanities,English,5,20,01:00PM - 02:15PM TR HRG 224,MEN & WOMEN IN SHAKESPEARE,,,,"Snow, Edward A.",No Final Exam
14194,202310,ENGL,314,001,English,School of Humanities,English,15,20,09:00AM - 09:50AM MWF HUM 118,MEDIEVAL ROMANCE,19,20,A9,"Houlik-Ritchey, Emily M.",No Final Exam
14327,202310,ENGL,262,001,English,School of Humanities,English,34,30,10:50AM - 12:05PM TR MXF 252,WHODUNIT & OTHER MYSTERIES,,,,"Johnson, Amanda L.",No Final Exam
