CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
15779,202410,CHBE,421,001,Chemical & Biomolecular Eng,School of Engineering,Chemical & Biomolecular Engr,5,29,04:00PM - 05:15PM MW SST 106,ANALYSIS OF ENERGY SYSTEMS,20,29,5G,"Senftle, Thomas P.",Take-Home Exam
14765,202410,SWGS,205,001,"Women, Gender, & Sexuality",School of Humanities,"Stdy of Women, Gender, & Sxlty",4,50,09:00AM - 09:50AM MWF HUM 117,LANGUAGE AND SOCIETY,50,50,G5,"McCleary, Bryce E.",Take-Home Exam
15820,202410,SMGT,440,004,Sport Management,School of Social Sciences,Sport Management,11,19,02:30PM - 03:45PM TR TUD 201,SPORT BUSINESS ANALYTICS,,,,"Gong, Hua",Take-Home Exam
15821,202410,SMGT,440,003,Sport Management,School of Social Sciences,Sport Management,14,19,09:25AM - 10:40AM TR TUD 201,SPORT BUSINESS ANALYTICS,,,,"Gong, Hua",Take-Home Exam
15587,202410,COLL,167,001,College Course,Dean of Undergraduates,College Courses,18,19,07:00PM - 07:50PM W RZR 106,TAYLOR SWIFT LYRICAL EVOLUTION,,,,"Jeng, Katherine S.",Take-Home Exam
16068,202410,COLL,167,002,College Course,Dean of Undergraduates,College Courses,15,19,07:00PM - 07:50PM R RZR 106,TAYLOR SWIFT LYRICAL EVOLUTION,,,,"Jeng, Katherine S.",Take-Home Exam
16340,202410,COLL,222,001,College Course,Dean of Undergraduates,College Courses,18,0,07:00PM - 07:59PM T RZR 119,"HOUSTON: RACE, PLACE, POWER",,,,"Byrd, Alexander X.; Turi, Luziris P.",Take-Home Exam
10579,202410,MDEM,211,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,0,12,02:00PM - 02:50PM MWF RZR 304,INTERMEDIATE LATIN I: PROSE,9,12,L3,"Somerville, Ted",Take-Home Exam
11665,202410,MDEM,101,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,0,49,01:00PM - 01:50PM MWF RZR 227,ELEMENTARY LATIN I,8,49,J5,"Mackie, Hilary S.",Take-Home Exam
15668,202410,MDEM,120,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,8,35,11:00AM - 11:50AM MWF HUM 328,MEDIEVAL CIVILIZATIONS,31,35,C4,"Irish, Maya S.",Take-Home Exam
15431,202410,LALX,238,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,12,12,02:30PM - 03:45PM TR RZR 202,LATINX GEN & SEXUALITY STUDIES,,,,"Kelly, Carlos G.",Take-Home Exam
13263,202410,EEPS,321,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,19,19,"11:00AM - 11:50AM MWF GRB W211, 01:00PM - 03:50PM R SEW 133",EARTH AND PLANETARY SURFACES,,,,"Torres, Mark A.",Take-Home Exam
11495,202410,MSNE,401,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,9,15,09:25AM - 10:40AM TR GRB W211,THERMODYNAMICS IN MAT SCIENCE,24,45,1L,"Tang, Ming",Take-Home Exam
16363,202410,MSNE,477,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,7,20,04:00PM - 05:15PM TR SEW 305,ENERGY TRANSITION,,,,"Kapusta, Sergio D.",Take-Home Exam
15477,202410,CMOR,220,001,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,17,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM W DCH 1075",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15756,202410,CMOR,415,001,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,7,19,11:00AM - 11:50AM MWF ABL 130,THEORETICAL NEUROSCIENCE,15,19,26,"Flynn, Jonathan R.",Take-Home Exam
15478,202410,CMOR,220,002,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,17,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM W DCH 1042",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15479,202410,CMOR,220,003,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,17,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM W DCH 1046",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15480,202410,CMOR,220,004,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,17,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM W MEB 128",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15481,202410,CMOR,220,005,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,16,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM R KCK 107",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15482,202410,CMOR,220,006,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,16,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM R DCH 1042",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15483,202410,CMOR,220,007,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,16,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM R DCH 1046",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15484,202410,CMOR,220,008,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,13,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM F DCH 1075",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
15485,202410,CMOR,220,009,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,7,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM F DCH 1046",INTRO TO ENG COMPUTATION,136,153,XY,"Protasov, Anastasiya N.",Take-Home Exam
10229,202410,ANTH,404,010,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Fleisher, Jeffrey B.",No Final Exam
10284,202410,ANTH,490,010,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Fleisher, Jeffrey B.",No Final Exam
10414,202410,ANTH,324,001,Anthropology,School of Social Sciences,Anthropology,2,8,02:30PM - 05:29PM R SEW 301,DOCUMENTARY PRODUCTION,10,8,J1,"Huberman, Brian M.",No Final Exam
12141,202410,ANTH,404,004,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Howe, Alyssa C.",No Final Exam
12142,202410,ANTH,404,008,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Boyer, Dominic C.",No Final Exam
12143,202410,ANTH,404,012,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Gunel, Gokce",No Final Exam
12144,202410,ANTH,490,004,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Howe, Alyssa C.",No Final Exam
12145,202410,ANTH,490,008,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Boyer, Dominic C.",No Final Exam
12146,202410,ANTH,490,011,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Morgan, Molly",No Final Exam
12147,202410,ANTH,490,012,Anthropology,School of Social Sciences,Anthropology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Gunel, Gokce",No Final Exam
11688,202410,ANTH,493,001,Anthropology,School of Social Sciences,Anthropology,8,12,12:00PM - 01:15PM M TBA TBA,SENIOR RESEARCH PREPARATION,,,,"Prendergast, Mary E.; Parker, Stephanie",No Final Exam
12254,202410,ANTH,203,001,Anthropology,School of Social Sciences,Anthropology,80,90,01:00PM - 02:15PM TR HRZ 210,INTRO BIOLOGICAL ANTHROPOLOGY,,,,"Dominguez Rodrigo, Manuel",No Final Exam
12639,202410,ANTH,404,011,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Morgan, Molly",No Final Exam
12850,202410,ANTH,404,013,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Prendergast, Mary E.",No Final Exam
12851,202410,ANTH,490,013,Anthropology,School of Social Sciences,Anthropology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Prendergast, Mary E.",No Final Exam
13894,202410,ANTH,317,001,Anthropology,School of Social Sciences,Anthropology,21,30,12:00PM - 02:30PM F DCC 113,REVOLUTIONS AND UTOPIAS,22,30,0B,"Boyer, Dominic C.",No Final Exam
13898,202410,ANTH,344,002,Anthropology,School of Social Sciences,Anthropology,14,20,04:00PM - 06:30PM T SEW 133,CITY/CULTURE,16,20,0N,"Gunel, Gokce",No Final Exam
13905,202410,ANTH,404,002,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Massie, Victoria M.",No Final Exam
13906,202410,ANTH,404,003,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Georges, Eugenia",No Final Exam
13907,202410,ANTH,404,005,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Estrella, Amarilys",No Final Exam
13908,202410,ANTH,404,007,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Visweswaran, Kamala",No Final Exam
13913,202410,ANTH,490,002,Anthropology,School of Social Sciences,Anthropology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Massie, Victoria M.",No Final Exam
13914,202410,ANTH,490,003,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Georges, Eugenia",No Final Exam
13915,202410,ANTH,490,005,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Estrella, Amarilys",No Final Exam
13916,202410,ANTH,490,007,Anthropology,School of Social Sciences,Anthropology,1,1, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Visweswaran, Kamala",No Final Exam
15682,202410,ANTH,346,001,Anthropology,School of Social Sciences,Anthropology,10,17,04:00PM - 06:30PM W RZR 204,QUEER ARCHAEOLOGY,10,19,2Y,"Morgan, Molly",No Final Exam
15526,202410,ANTH,477,001,Anthropology,School of Social Sciences,Anthropology,4,20,10:50AM - 12:05PM TR SEW 460,"BUREAUCRACY, BORDER, BELONGING",4,20,1Y,"Kim, Do Dom",No Final Exam
15236,202410,ANTH,348,001,Anthropology,School of Social Sciences,Anthropology,8,10,04:00PM - 06:30PM W MCA 237,ANTHROPOLOGIES OF NATURE,17,20,1W,"Howe, Alyssa C.",No Final Exam
15238,202410,ANTH,381,001,Anthropology,School of Social Sciences,Anthropology,34,35,01:00PM - 03:30PM W SEW 303,MEDICAL ANTHROPOLOGY,40,45,2N,"Massie, Victoria M.",No Final Exam
15561,202410,ANTH,402,001,Anthropology,School of Social Sciences,Anthropology,4,0,04:00PM - 06:30PM R SEW 562,US-MEXICO RESEARCH EXPERIENCE,,,,"Georges, Eugenia",No Final Exam
15229,202410,ANTH,303,001,Anthropology,School of Social Sciences,Anthropology,7,18,10:50AM - 12:05PM TR SEW 101,INTRO ARCHAEOLOGY SCIENCE,10,20,1C,"Prendergast, Mary E.",No Final Exam
15230,202410,ANTH,315,001,Anthropology,School of Social Sciences,Anthropology,7,13,"12:00PM - 12:50PM F SEW 103, 02:30PM - 05:00PM T SEW 103",ZOOARCHAEOLOGY,9,15,0V,"Prendergast, Mary E.",No Final Exam
15232,202410,ANTH,321,001,Anthropology,School of Social Sciences,Anthropology,10,15,01:00PM - 03:30PM R MCA 103,SOCIAL LIFE OF DNA,12,20,1H,"Massie, Victoria M.",No Final Exam
15234,202410,ANTH,340,001,Anthropology,School of Social Sciences,Anthropology,24,40,12:00PM - 02:29PM M DCC 113,NEOLIBERALISM & GLOBALIZATION,26,40,1K,"Boyer, Dominic C.",No Final Exam
15240,202410,ANTH,392,001,Anthropology,School of Social Sciences,Anthropology,5,17,02:00PM - 03:15PM WF SEW 101,ANCIENT MESOAMERICA,6,19,3P,"Morgan, Molly",No Final Exam
15241,202410,ANTH,404,009,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Gershon, Ilana",No Final Exam
15242,202410,ANTH,428,001,Anthropology,School of Social Sciences,Anthropology,0,9,04:00PM - 06:30PM M SEW 562,FEMINIST STS,4,19,3C,"Visweswaran, Kamala",No Final Exam
15244,202410,ANTH,490,009,Anthropology,School of Social Sciences,Anthropology,0,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Gershon, Ilana",No Final Exam
16380,202410,ANTH,357,001,Anthropology,School of Social Sciences,Anthropology,4,25,01:00PM - 03:30PM M HRZ 211,CONSERVATION AND INDIGENEITY,5,25,8A,"Gyal, Huatse",No Final Exam
11494,202410,ARAB,141,001,Arabic,School of Humanities,Cntr Lang & Intercultural Comm,11,20,09:00AM - 09:50AM MWF RZR 227,FIRST YEAR ARABIC I,,,,"Elsherbiny, Hossam A.",No Final Exam
11589,202410,ARAB,263,001,Arabic,School of Humanities,Cntr Lang & Intercultural Comm,6,20,10:00AM - 10:50AM MWF RZR 227,SECOND YEAR ARABIC I,,,,"Elsherbiny, Hossam A.",No Final Exam
16338,202410,ARAB,141,002,Arabic,School of Humanities,Cntr Lang & Intercultural Comm,10,20,11:00AM - 11:50AM MWF RZR 227,FIRST YEAR ARABIC I,,,,"Elsherbiny, Hossam A.",No Final Exam
10041,202410,ARCH,201,001,Architecture,School of Architecture,Architecture,10,20,01:00PM - 05:00PM MWF ANH 201,PRINCIPLES OF ARCHITECTURE III,,,,"Jimenez, Carlos",No Final Exam
10042,202410,ARCH,301,001,Architecture,School of Architecture,Architecture,13,20,01:00PM - 05:00PM MWF ANH 101,COMPREHENSION I,,,,"Castellon Gonzalez, Juan Jose",No Final Exam
10044,202410,ARCH,401,001,Architecture,School of Architecture,Architecture,10,15,01:00PM - 05:00PM MWF ANH 144,ADVANCED TOPICS I,,,,"Hight, Charles C.",No Final Exam
10045,202410,ARCH,461,001,Architecture,School of Architecture,Architecture,0,0, -   TBA TBA,SPECIAL PROJECTS,,,,"Geiser, Reto",No Final Exam
10368,202410,ARCH,101,001,Architecture,School of Architecture,Architecture,19,0,01:00PM - 05:00PM MWF ANH 212,PRINCIPLES OF ARCHITECTURE I,,,,"Blakely, Shantel; Friedman, Nathan C.",No Final Exam
10632,202410,ARCH,105,001,Architecture,School of Architecture,Architecture,9,75,10:50AM - 12:05PM TR HUM 117,"ENVIRONMENT, CULTURE & SOCIETY",62,75,ZH,"Campana, Joseph A.",No Final Exam
11513,202410,ARCH,201,002,Architecture,School of Architecture,Architecture,10,20,01:00PM - 05:00PM MWF ANH 202,PRINCIPLES OF ARCHITECTURE III,,,,"Utting, Brittany L.",No Final Exam
11514,202410,ARCH,301,002,Architecture,School of Architecture,Architecture,13,20,01:00PM - 05:00PM MWF ANH 102,COMPREHENSION I,,,,"Baronian, Georgina",No Final Exam
11515,202410,ARCH,401,002,Architecture,School of Architecture,Architecture,10,15,01:00PM - 05:00PM MWF ANH 143,ADVANCED TOPICS I,,,,"Tsang, Margaret",No Final Exam
11361,202410,ARCH,225,001,Architecture,School of Architecture,Architecture,40,70,09:25AM - 10:40AM TR MCA 130,INTRO ARCHITECTURAL THINKING,60,70,13,"Geiser, Reto",No Final Exam
13625,202410,ARCH,207,001,Architecture,School of Architecture,Architecture,30,70,01:00PM - 02:15PM TR KWG 100,TECHNOLOGY I,48,70,4T,"Castellon Gonzalez, Juan Jose",No Final Exam
13660,202410,ARCH,346,001,Architecture,School of Architecture,Architecture,32,70,10:50AM - 12:05PM TR ANH 117,FOUNDATIONS IN ARCH II,47,70,37,"Colman, Scott W.",No Final Exam
13922,202410,ARCH,201,003,Architecture,School of Architecture,Architecture,10,20,01:00PM - 05:00PM MWF ANH 202,PRINCIPLES OF ARCHITECTURE III,,,,"Tovar, Tania",No Final Exam
14716,202410,ARCH,400,001,Architecture,School of Architecture,Architecture,1,0, -   TBA TBA,ARCH UNDERGRAD INTERNSHIP,,,,"Geiser, Reto",No Final Exam
15078,202410,ARCH,105,002,Architecture,School of Architecture,Architecture,0,75,"10:50AM - 12:05PM T HUM 117, 10:50AM - 12:05PM R HRG 224","ENVIRONMENT, CULTURE & SOCIETY",62,75,ZH,"Campana, Joseph A.; Keny, Gebhard W.",No Final Exam
15080,202410,ARCH,105,003,Architecture,School of Architecture,Architecture,0,75,"10:50AM - 12:05PM T HUM 117, 10:50AM - 12:05PM R HRZ 211","ENVIRONMENT, CULTURE & SOCIETY",62,75,ZH,"Campana, Joseph A.; Burch, Paul W.",No Final Exam
15082,202410,ARCH,105,004,Architecture,School of Architecture,Architecture,0,75,"10:50AM - 12:05PM T HUM 117, 10:50AM - 12:05PM R SEW 462","ENVIRONMENT, CULTURE & SOCIETY",62,75,ZH,"Campana, Joseph A.; Bria, Ginevra E.",No Final Exam
16300,202410,ARCH,327,001,Architecture,School of Architecture,Architecture,13,49,10:30AM - 11:50AM MW ANH 154,CONSTRUCT,13,49,7H,"Samuels, Danny M.",No Final Exam
16303,202410,ARCH,350,001,Architecture,School of Architecture,Architecture,11,49,09:30AM - 12:00PM F ANH 210,URBAN TRANSPORTATION,,,,"Spieler, Christof T.; Chapa, Armandina",No Final Exam
16304,202410,ARCH,403,001,Architecture,School of Architecture,Architecture,11,0,09:30AM - 12:00PM F ANH 154,ALTERED ORIGINS,,,,"Tovar, Tania",No Final Exam
16305,202410,ARCH,403,002,Architecture,School of Architecture,Architecture,10,0,06:30PM - 09:00PM R ANH 153,SEEING THE LAND,,,,"Xu, Zhicheng",No Final Exam
16306,202410,ARCH,450,001,Architecture,School of Architecture,Architecture,5,49,06:30PM - 09:00PM T ANH 154,FORMAL ANALYSIS,,,,"Colman, Scott W.",No Final Exam
16307,202410,ARCH,450,002,Architecture,School of Architecture,Architecture,6,49,06:30PM - 09:00PM M ANH 154,PRESERVATION TACTICS,,,,"Friedman, Nathan C.",No Final Exam
16308,202410,ARCH,450,003,Architecture,School of Architecture,Architecture,14,49,09:30AM - 12:00PM M ANH 153,GARDEN ECOLOGIES,,,,"Tsang, Margaret",No Final Exam
10228,202410,ARTS,388,001,Visual Arts,School of Humanities,Art,20,15,10:50AM - 12:05PM TR MCA 201,CRIT STUDIES STUDIO PRACTICE,,,,"Bernstein, Joshua; Hainley, Bruce",No Final Exam
10249,202410,ARTS,499,001,Visual Arts,School of Humanities,Art,17,0,06:00PM - 08:50PM TR SEW 401,SENIOR STUDIO,,,,"Lapinski, Lisa; Tam, Kenneth",No Final Exam
10358,202410,ARTS,327,001,Visual Arts,School of Humanities,Art,1,8,02:30PM - 05:29PM R SEW 301,DOCUMENTARY PRODUCTION,10,8,J1,"Huberman, Brian M.",No Final Exam
10513,202410,ARTS,280,001,Visual Arts,School of Humanities,Art,1,2,01:00PM - 04:50PM M SEW 301,HISTORY & AESTHETICS OF FILM,20,20,K8,"Dove, Charles",No Final Exam
10611,202410,ARTS,165,001,Visual Arts,School of Humanities,Art,10,10,09:00AM - 11:50AM TR SEW 254,BEGINNING SCULPTURE,,,,"Tam, Kenneth",No Final Exam
11659,202410,ARTS,225,001,Visual Arts,School of Humanities,Art,14,12,01:00PM - 03:50PM TR SEW 415,BEGINNING DRAWING,,,,"Bernstein, Joshua",No Final Exam
11660,202410,ARTS,301,001,Visual Arts,School of Humanities,Art,11,8,01:00PM - 03:50PM MW SEW 425,BEGINNING PAINTING,,,,"Fowler, William G.",No Final Exam
13280,202410,ARTS,401,001,Visual Arts,School of Humanities,Art,5,8,01:00PM - 03:50PM MW TBA TBA,PAINTING STUDIO,,,,"Sparagana, John L.; Alderson, Saran",No Final Exam
13500,202410,ARTS,311,002,Visual Arts,School of Humanities,Art,13,8,01:00PM - 03:50PM TR SEW 201,BEGINNING PRINTMAKING,,,,"Masterson, Patrick D.",No Final Exam
13506,202410,ARTS,301,003,Visual Arts,School of Humanities,Art,7,8,09:00AM - 11:50AM MW SEW 525,BEGINNING PAINTING,,,,"Alderson, Saran",No Final Exam
13742,202410,ARTS,432,001,Visual Arts,School of Humanities,Art,2,15,07:00PM - 09:50PM T SEW 301,FILM GENRE: THE WESTERN,15,15,E8,"Huberman, Brian M.",No Final Exam
14114,202410,ARTS,225,002,Visual Arts,School of Humanities,Art,14,12,09:00AM - 11:50AM MW SEW 413,BEGINNING DRAWING,,,,"Fowler, William G.",No Final Exam
14117,202410,ARTS,326,001,Visual Arts,School of Humanities,Art,9,8,06:00PM - 08:50PM MW SEW 405,COLLAGE,,,,"Fowler, William G.",No Final Exam
15620,202410,ARTS,325,001,Visual Arts,School of Humanities,Art,10,10,06:00PM - 08:50PM MW SEW 413,LIFE DRAWING,,,,"Alderson, Saran",No Final Exam
14776,202410,ARTS,165,002,Visual Arts,School of Humanities,Art,16,10,01:00PM - 03:50PM TR SEW 254,BEGINNING SCULPTURE,,,,"Lapinski, Lisa",No Final Exam
15827,202410,ARTS,225,003,Visual Arts,School of Humanities,Art,15,10,06:00PM - 08:50PM TR SEW 415,BEGINNING DRAWING,,,,"Bernstein, Joshua",No Final Exam
15379,202410,ARTS,312,001,Visual Arts,School of Humanities,Art,9,10,06:00PM - 08:50PM TR SEW 201,RELIEF I,,,,"Masterson, Patrick D.",No Final Exam
16106,202410,ARTS,400,001,Visual Arts,School of Humanities,Art,2,0, -   TBA TBA,SPECIAL PROB IN STUDIO ART III,,,,"Alderson, Saran",No Final Exam
16332,202410,ARTS,300,001,Visual Arts,School of Humanities,Art,1,0, -   TBA TBA,SPECIAL PROB IN STUDIO ART II,,,,"Fowler, William G.",No Final Exam
16406,202410,ARTS,400,002,Visual Arts,School of Humanities,Art,0,0, -   TBA TBA,SPECIAL PROB IN STUDIO ART III,,,,"Sparagana, John L.",No Final Exam
13380,202410,ASIA,495,001,Asian Studies,School of Humanities,Asian Studies,6,0,07:00PM - 09:50PM W BKH 229,ASIAN STUDIES RESEARCH SEM,,,,"Lewis, Steven W.",No Final Exam
14401,202410,ASIA,222,001,Asian Studies,School of Humanities,Asian Studies,5,25,09:25AM - 10:40AM TR RZR 123,WORLD AND SOUTH ASIA,15,25,E3,"Srinivasan, Ragini Tharoor",No Final Exam
15648,202410,ASIA,360,001,Asian Studies,School of Humanities,Asian Studies,10,20,07:00PM - 09:50PM T BKH 229,CHINA AND THE CHINESE DIASPORA,,,,"Lewis, Steven W.",No Final Exam
15256,202410,ASIA,223,001,Asian Studies,School of Humanities,Asian Studies,12,30,02:00PM - 03:15PM MW HUM 118,SOUTH ASIAN STUDIES,,,,"Balabanlilar, Lisa A.; Huntington, Eric R.",No Final Exam
15257,202410,ASIA,302,001,Asian Studies,School of Humanities,Asian Studies,12,21,04:00PM - 05:15PM MW RZR 304,ASIAN PHILOSOPHY IN CONTEXT,,,,"Huntington, Eric R.",No Final Exam
15258,202410,ASIA,305,001,Asian Studies,School of Humanities,Asian Studies,19,19,01:00PM - 03:30PM R SEW 305,ETHNOGRAPHY IN/OF HOUSTON ASIA,,,,"Ryang, Soon",No Final Exam
15486,202410,ASIA,378,001,Asian Studies,School of Humanities,Asian Studies,6,14,04:00PM - 06:20PM R APB 1403,CROSS-CULTURAL ASIAN MUSIC,14,14,A2,"Chen, Shih-Hui",No Final Exam
16325,202410,ASIA,238,001,Asian Studies,School of Humanities,Asian Studies,3,25,10:00AM - 10:50AM MWF HRG 126,CHINESE POETRY AND PERFORMANCE,,,,"Schoenberger, Kevin",No Final Exam
